行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间
蚌埠市本级,工业项目,淮上区金沱路西侧、淝河中路北侧,3.191837,工业用地,挂牌出让,50,化学原料及化学制品制造业,816,蚌埠立德生物科技有限公司,1.000.00,2019年1月24日,2019年7月10日,2021年1月10日
蚌埠市本级,迎滨路（航华路-解放路）道路工程,经济开发区迎滨路（航华路-解放路）段,0.4583,城镇村道路用地,划拨,,工程准备,,蚌埠恒泰建设发展有限公司,1,2019年1月24日,2019年6月1日,2019年10月31日
蚌埠市本级,淮上明居,淮上区西外环东侧、淮上大道北侧,9.3934,城镇住宅用地,划拨,,工程准备,,蚌埠市淮上明居建设运营有限公司,1.002.20,2019年1月24日,2019年3月30日,2021年3月30日
蚌埠市本级,新二中公交枢纽站,蚌山区Z-23路西侧、Z-25路北侧,2,交通服务场站用地,划拨,,城市公共交通业,,蚌埠市公共交通集团有限公司,0.5,2019年1月24日,2019年3月30日,2020年9月30日
蚌埠市本级,蚌埠十八中学改扩建项目,淮上区双墩路南侧、淮海路西侧、淮上大道北侧,5.8274,教育用地,划拨,,工程准备,,蚌埠市淮上教育发展投资有限公司,0.9,2019年1月24日,2019年4月18日,2021年4月17日
蚌埠市本级,滨湖新区中央景观公园项目,经济开发区公园北路以南、望芦西街以西,3.6608,公园与绿地,划拨,,工程准备,,蚌埠经济开发区投资集团有限公司,0.01,2019年1月24日,2019年3月30日,2021年3月30日
蚌埠市本级,医疗卫生用地,淮上区朝阳北路西侧、X-1路北侧,4.065228,医疗卫生用地,挂牌出让,50,卫生,2280,蚌埠市骨伤科医院,1.002.00,2019年1月21日,2019年7月9日,2021年1月9日
蚌埠市本级,220KV夏家湖输变电工程项目,淮上区沫河口镇金沫路东侧、五蚌路北侧,2.6134,公用设施用地,划拨,,电力、热力的生产和供应业,,国网安徽省电力有限公司蚌埠供电公司,1,2019年1月18日,2019年3月30日,2020年5月30日
固镇县,高分子聚氨酯汽车新材料项目,经济开发区小杨庄路北。,3.86884,工业用地,挂牌出让,50,化学原料及化学制品制造业,325,安徽迈诗丽高分子科技有限公司,0.6,2019年1月14日,2019年8月14日,2020年8月14日
固镇县,100万吨年蛋白饲料项目,固镇县经济开发区经四路西侧。,2.10182,工业用地,挂牌出让,50,农副食品加工业,177,安徽丰原油脂有限公司,1,2019年1月14日,2019年9月14日,2020年9月14日
五河县,小溪聚合风力发电,小溪镇东南部,0.92,其他商服用地,挂牌出让,40,电力、燃气及水的生产和供应业,375,五河聚合风力发电有限公司,1.001.00,2019年1月11日,2019年12月9日,2020年12月9日
五河县,金贸园地块商住小区,五河县老城区大桥路北侧、青年路西侧、玉带河南侧,5.9107,其他普通商品住房用地,拍卖出让,住宅70年、商业40年,房地产业,38040,安徽润都置业有限公司,1.002.50,2019年1月11日,2020年9月11日,2022年9月11日
怀远县,安徽华宏置业有限公司,怀远县包集镇政府西侧,3.061046,其他普通商品住房用地,挂牌出让,70,房地产业,2830,安徽华宏置业有限公司,1.601.80,2019年1月11日,2019年9月11日,2021年9月10日
固镇县,房地产（美凯龙2018086）,杨庙路东、何集路北。,3.08987,城镇住宅用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,3013,安徽嘉美置业有限公司,1.001.70,2019年1月10日,2019年9月10日,2021年3月10日
固镇县,房地产（美凯龙2018083）,杨庙路东、方前路南。,3.19209,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,3113,安徽红盛置业有限公司,1.002.40,2019年1月10日,2019年9月10日,2021年3月10日
固镇县,房地产（美凯龙2018085）,胜利路西、方前路南。,2.11712,批发零售用地,挂牌出让,40,房地产业,1747,安徽红盛置业有限公司,1.002.20,2019年1月10日,2019年9月10日,2021年3月10日
固镇县,房地产（美凯龙2018088）,胜利南路西侧、何集路北侧。,3.22187,批发零售用地,挂牌出让,40,房地产业,2659,安徽嘉美置业有限公司,1.001.60,2019年1月10日,2019年9月10日,2021年3月10日
固镇县,房地产（美凯龙2018084）,杨庙路西、湖沟路东、方前路南,6.85976,其他普通商品住房用地,挂牌出让,其他商服用地40年; 其他普通商品住房用地70年;,房地产业,6689,安徽红盛置业有限公司,1.002.50,2019年1月10日,2019年9月10日,2022年3月10日
固镇县,房地产（美凯龙2018087）,杨庙路西、湖沟路东、何集路北。,6.74927,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,6581,安徽嘉美置业有限公司,1.001.60,2019年1月10日,2019年9月10日,2022年3月10日
怀远县,怀远县长九健康医疗投资管理有限公司,荆山镇禹都大道北侧,12.464831,医卫慈善用地,挂牌出让,50,卫生,2860,怀远县长九健康医疗投资管理有限公司,2.002.20,2019年1月9日,2019年7月9日,2021年7月8日
蚌埠市本级,禹会路（黄山大道-高新路）道路工程,禹会路（黄山大道-高新路）道路工程段,2.9358,街巷用地,划拨,,工程准备,,蚌埠高新区建设发展有限公司,1,2019年1月9日,2019年2月28日,2021年2月28日
蚌埠市本级,学瀚路（黄山大道-规划H1路）道路排水工程,学瀚路（黄山大道-规划H1路）段,2.4551,街巷用地,划拨,,工程准备,,蚌埠城建投资发展有限公司,1,2019年1月7日,2019年2月28日,2019年8月30日
固镇县,农贸市场,濠城镇境内,1.05933,公共设施用地,划拨,,公共设施管理业,,濠城镇政府,,2019年1月4日,2019年1月4日,2020年1月4日
固镇县,污水处理厂,刘集镇境内,0.16397,公共设施用地,划拨,,公共设施管理业,,刘集镇政府,,2019年1月4日,2019年1月4日,2020年1月4日
固镇县,王庄自来水厂,王庄镇境内,0.27911,公共设施用地,划拨,,居民服务业,,王庄镇政府,,2019年1月4日,2019年1月4日,2020年1月4日
固镇县,经一路拓宽,开发区境内,0.1193,公共设施用地,划拨,,其它,,县经济开发区,,2019年1月4日,2019年1月4日,2020年1月4日
蚌埠市本级,蚌埠市2012年第56批次边角地,经开区环湖西路北侧、南湖路西侧,0.827486,公园与绿地,划拨,,国家机构,,蚌埠市土地储备中心,,2018年12月29日,,
蚌埠市本级,蚌埠市2013年第71批次边角地,学府路南侧、学海路东侧,0.42847,公园与绿地,划拨,,国家机构,,蚌埠市土地储备中心,,2018年12月29日,,
蚌埠市本级,绿地（2012年第59批次边角地）,经开区望芦东街东侧、公园南路南侧,0.121133,公园与绿地,划拨,,国家机构,,蚌埠市土地储备中心,,2018年12月29日,,
蚌埠市本级,蚌埠市2013年第36批次边角地,虎山东路北段东侧,0.121371,公园与绿地,划拨,,国家机构,,蚌埠市土地储备中心,,2018年12月29日,,
蚌埠市本级,国电大道拓宽工程,高新区马城镇,8.2434,街巷用地,划拨,,工程准备,,蚌埠高新区新禹科技发展有限责任公司,1,2018年12月29日,2019年2月28日,2019年8月30日
蚌埠市本级,盛中路（淝河路-淮上大道）,盛中路（淝河路-淮上大道）,3.7535,街巷用地,划拨,,工程准备,,蚌埠河北新区发展有限责任公司,1,2018年12月28日,2019年2月28日,2019年8月30日
蚌埠市本级,花园路,花园路（上清路-昌平街）,7.0172,街巷用地,划拨,,工程准备,,蚌埠河北新区发展有限责任公司,1,2018年12月28日,2019年2月28日,2019年8月30日
蚌埠市本级,双墩路（淮畔路-盛世路）,双墩路（淮畔路-盛世路）,23.2568,街巷用地,划拨,,工程准备,,蚌埠河北新区发展有限责任公司,1,2018年12月28日,2019年2月28日,2019年8月30日
蚌埠市本级,迎河路（规划Q35路-高速出口北）道路工程,迎河路（规划Q35路-高速出口北）段,1.3091,街巷用地,划拨,,工程准备,,蚌埠高新区建设发展有限公司,1,2018年12月27日,2019年2月28日,2021年2月28日
蚌埠市本级,昌明街（花园路-滨河路）,昌明街（花园路-滨河路）,1.3158,街巷用地,划拨,,工程准备,,蚌埠河北新区发展有限责任公司,1,2018年12月27日,2019年2月28日,2019年8月30日
蚌埠市本级,绿地,蚌山区解放路西侧、燕山路南侧,1.0996,公园与绿地,划拨,,国家机构,,蚌埠市土地储备中心,,2018年12月27日,,
蚌埠市本级,绿地,蚌山区虎山东路西侧、Z-29路南侧,0.886561,公园与绿地,划拨,,国家机构,,蚌埠市土地储备中心,,2018年12月27日,,
蚌埠市本级,绿地,蚌山区虎山东路西侧、Z-29路南侧,2.222928,公园与绿地,划拨,,国家机构,,蚌埠市土地储备中心,,2018年12月27日,,
蚌埠市本级,绿地,蚌山区朝阳路东侧、燕山路北侧,5.610226,公园与绿地,划拨,,国家机构,,蚌埠市土地储备中心,,2018年12月27日,,
蚌埠市本级,绿地,蚌山区朝阳路东侧、光彩二路南侧,1.433385,公园与绿地,划拨,,国家机构,,蚌埠市土地储备中心,,2018年12月27日,,
固镇县,年产10000吨磷酸铁锂动力电池正极材料建设项目,经济开发区经三路西侧、纬八路北侧。,4.49635,工业用地,挂牌出让,50,金属制品业,378,安徽昶源新材料股份有限公司,0.6,2018年12月25日,2019年8月26日,2020年8月25日
固镇县,国网安徽蚌埠固镇县供电公司生产综合用房,南城区杨庙路西侧、方前路北侧。,1.47292,商务金融用地,挂牌出让,40,电力、热力的生产和供应业,840,国网安徽省电力有限公司固镇县供电公司,1,2018年12月24日,2019年8月24日,2021年4月24日
蚌埠市本级,居住用地,高新区黄山大道南侧、迎宾大道西侧,3.663759,其他普通商品住房用地,挂牌出让,70,房地产业,14940,安徽融智置业有限公司,1.001.80,2018年12月20日,2019年5月21日,2020年11月20日
蚌埠市本级,蚌医南路(胜利路-黄山大道),胜利东路以南、黄山大道以北,32.4587,街巷用地,划拨,,城市公共交通业,,蚌埠经济开发区管理委员会,,2018年12月20日,2019年1月10日,2019年7月10日
怀远县,安徽省蚌埠市方阵房地产开发有限公司,榴城镇禹都大道北、啤酒厂西侧,6.0887,其他普通商品住房用地,挂牌出让,70,房地产业,18400,安徽省蚌埠市方阵房地产开发有限公司,1.601.80,2018年12月20日,2019年6月19日,2021年6月18日
怀远县,怀远县第二人民医院,榴城镇禹都大道北侧,1.7601,医卫慈善用地,挂牌出让,50,卫生,530,怀远县第二人民医院,2.903.10,2018年12月18日,2019年3月18日,2020年3月17日
蚌埠市本级,220KV滨河输变电工程项目,上河路东侧，龙华路南侧,0.8997,公共设施用地,划拨,,电力、热力的生产和供应业,,国网安徽省电力有限公司蚌埠供电公司,1,2018年12月17日,2019年2月28日,2020年6月30日
蚌埠市本级,吴安小学,昌明街东侧，花园路北侧,0.4898,科教用地,划拨,,工程准备,,蚌埠市淮上教育发展投资有限公司,0.9,2018年12月17日,2019年2月28日,2019年7月31日
蚌埠市本级,110KV吴郢输变电工程项目,丰康路南侧，盛世路西侧,0.2432,公共设施用地,划拨,,电力、热力的生产和供应业,,国网安徽省电力有限公司蚌埠供电公司,1,2018年12月17日,2019年2月28日,2020年3月30日
蚌埠市本级,新华路（老206国道-团结西路）道路工程,禹会区马城镇,0.9203,街巷用地,划拨,,工程准备,,蚌埠禹会建设投资有限责任公司,1,2018年12月17日,2019年10月30日,2020年1月30日
蚌埠市本级,马城（天河科技园）污水处理厂项目总承包（EPC）项目,高新区天河科技园国电大道北,2.3741,公共设施用地,划拨,,工程准备,,高新技术产业开发区天河科技园管理委员会,0.3,2018年12月17日,2019年2月28日,2020年2月28日
固镇县,固镇迦南服饰有限公司仓库扩建项目,石湖乡富民路北侧、固泗路南侧。,0.7824,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,66,固镇迦南服饰有限公司,1,2018年12月14日,2019年8月14日,2020年8月14日
蚌埠市本级,货场四路（延安路-航华路）道路排水工程,货场四路（延安路-航华路）段,1.6898,街巷用地,划拨,,工程准备,,蚌埠市重点工程建设管理局,1,2018年12月12日,2019年2月28日,2019年8月30日
五河县,清真寺,五河县城南新区小方安置区,0.5295,宗教用地,划拨,,群众团体、社会团体和宗教组织,0,五河县城市建设投资经营有限责任公司,,2018年12月11日,2019年9月30日,2020年9月30日
固镇县,房地产（圣邦）,大营路以北、立新路以东、12号棚户区C地块南、A地块以西。,4.86642,中低价位、中小套型普通商品住房用地,挂牌出让,中低价位、中小套型普通商品住房用地70年; 其他商服用地40年;,房地产业,10951,安徽圣邦置业有限公司,1.001.70,2018年12月10日,2019年8月10日,2021年2月10日
蚌埠市本级,工业用地,经开区长淮卫临港产业园,2.035085,工业用地,挂牌出让,50,制造业,535,泰富华东重装有限公司,1.000.00,2018年12月5日,2019年5月21日,2020年11月21日
蚌埠市本级,居住用地,高新区迎河路东侧、柳工大道北侧,4.258773,其他普通商品住房用地,挂牌出让,70,房地产业,16930,蚌埠高新投资集团有限公司,1.001.60,2018年12月4日,2019年5月21日,2019年11月20日
蚌埠市本级,商业用地,高新区迎宾大道西侧、汽车城内,1.014276,其他商服用地,挂牌出让,40,商务服务业,1710,蚌埠市金祥汽车销售服务有限公司,0.551.20,2018年12月4日,2019年5月21日,2020年5月20日
蚌埠市本级,纬五路（高铁东路-中环线）道路工程,经开区临港产业园,1.1037,街巷用地,划拨,,工程准备,,蚌埠临港基建投资发展有限公司,1,2018年12月3日,2019年2月28日,2021年2月28日
蚌埠市本级,高铁东路（临港北环-临港南环）道路工程,经开区临港产业园,0.8854,街巷用地,划拨,,工程准备,,蚌埠临港基建投资发展有限公司,1,2018年12月3日,2019年2月28日,2021年2月28日
固镇县,收储地块,固镇县境内,71.610667,空闲地,划拨,,公共设施管理业,,固镇县土地收储和开发整理中心,,2018年12月3日,,
蚌埠市本级,Q-06路（兴中路-兴华路）道路工程,禹会区,0.497,街巷用地,划拨,,工程准备,,蚌埠禹会区建设投资责任公司,1,2018年12月3日,2019年2月28日,2019年4月28日
蚌埠市本级,天河路35KV开闭所,高新区高新路南、天河路西,0.1075,公共设施用地,划拨,,工程准备,,蚌埠高新区建设发展有限公司,1,2018年12月3日,2019年2月28日,2019年4月28日
蚌埠市本级,金滨路（五蚌路-开源大道）道路工程,淮上区沫河口工业园区,3.7547,街巷用地,划拨,,工程准备,,蚌埠汇智建设投资有限公司,1,2018年11月29日,2019年1月30日,2019年4月30日
蚌埠市本级,淝河北路（金沫路-金滨路）道路工程,淮上区沫河口工业园区,3.4191,街巷用地,划拨,,工程准备,,蚌埠汇智建设投资有限公司,1,2018年11月29日,2019年1月30日,2019年4月30日
固镇县,年产3500吨钢结构、1000吨彩钢板、500吨C型钢项目,经济开发区小杨庄路北侧,0.36375,工业用地,挂牌出让,50,金属制品业,31,蚌埠市双亚金属结构工程有限公司,1,2018年11月29日,2019年7月29日,2020年7月29日
固镇县,房地产（尚达信）,老蚌固路西南侧、滨河路东、规划道路北侧。,5.11896,其他普通商品住房用地,挂牌出让,其他商服用地40年; 其他普通商品住房用地70年;,房地产业,7690,安徽尚达信置业有限公司,1.002.20,2018年11月29日,2019年7月30日,2022年1月30日
固镇县,房地产（尚达信）,老城区工业路南侧、规划道路西侧、翰林苑一期北侧、三八河景观带东侧。,2.37035,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,3560,安徽尚达信置业有限公司,1.002.50,2018年11月29日,2019年7月30日,2021年1月30日
蚌埠市本级,纬七路（滨河路-胜利西路）道路工程,纬七路（滨河路-胜利西路）段,0.6957,街巷用地,划拨,,工程准备,,蚌埠禹会建设投资有限责任公司,1,2018年11月28日,2019年1月30日,2019年7月30日
蚌埠市本级,胡圩路（206国道-老206国道）工程,禹会区马城镇,0.7789,街巷用地,划拨,,工程准备,,蚌埠禹会建设投资有限公司,1,2018年11月28日,2019年1月10日,2019年6月10日
蚌埠市本级,禹会区美丽乡镇（村）建设一期项目-运动健身广场,北至南湖四路，南至新华路,1.155,文体娱乐用地,划拨,,工程准备,,蚌埠禹会建设投资有限责任公司,1.2,2018年11月27日,2019年1月10日,2019年6月10日
蚌埠市本级,龙华路（淮海路-盛安路）,龙华路（淮海路-盛安路）,15.9817,街巷用地,划拨,,房地产业,,蚌埠河北新区发展有限责任公司,1,2018年11月25日,2018年11月30日,2019年5月30日
蚌埠市本级,解放110千伏输变电工程,龙子湖区堤下路南侧、解放二路西侧,0.3415,公共设施用地,划拨,,电力、热力的生产和供应业,,国网安徽省电力公司蚌埠供电公司,1.2,2018年11月23日,2019年1月10日,2019年3月20日
蚌埠市本级,蚌埠市2014年第74批次边角地,淮上区金沱路东侧、淝河中路南侧,0.094388,公共设施用地,划拨,,国家机构,,蚌埠市土地储备中心,,2018年11月22日,,
