编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
1154,商务金融用地,盐城市,阜宁县,硕集老水厂地块,硕集社区硕集居委会,40,挂牌,27,,2019,2019年3月,2019/3/13,636.55,12,7638.6,阜宁县阜水农村供水有限公司,,,,,,,,,,,,,,2019/5/28,2020/5/28
1155,工业用地,盐城市,滨海县,滨海聚胜服饰有限公司,滨海县八巨镇民营创业园,50,挂牌,245.48,,2019,2019年3月,2019/3/12,15152.9,1,15152.9,滨海聚胜服饰有限公司,,,,,,,,,,,,,,2021/2/19,2023/2/14
1156,交通服务场站用地,盐城市,亭湖区,江苏盐阜公路运输集团有限公司,盐城市盐马路116号,37.02,协议,2488.16,,2019,2019年3月,2019/3/12,22496.9,1,22496.9,江苏盐阜公路运输集团有限公司,,,,,,,,,,,,,,2019/3/12,2019/3/12
1157,其他商服用地,盐城市,经济技术开发区,江苏盐阜公路运输集团有限公司,开发区三墩村六组,27.02,协议,166.19,,2019,2019年3月,2019/3/12,5093.14,1,5093.14,江苏盐阜公路运输集团有限公司,,,,,,,,,,,,,,2019/3/12,2019/3/12
1158,工业用地,盐城市,响水县,响水县灌江新城建设发展有限公司,大有镇淮河村境内，308县道北侧,50,挂牌,956,,2019,2019年3月,2019/3/11,39812,1.2,47774.4,响水县灌江新城建设发展有限公司,,,,,,,,,,,,,,2019/9/1,2022/8/31
1159,工业用地,盐城市,射阳县,射阳国投农业科技发展有限公司,射阳县海河镇329省道北侧育供秧中心南侧1#,50,挂牌,148.9382,,2019,2019年3月,2019/3/11,10271.6,2.5,25679,射阳国投农业科技发展有限公司,,,,,,,,,,,,,,2019/12/18,2021/12/17
1160,铁路用地,盐城市,阜宁县,徐宿盐淮铁路,徐宿盐淮铁路,,划拨,,,2019,2019年3月,2019/3/11,632982,0.1,63298.2,阜宁县交通运输局,,,,,,,,,,,,,,2019/4/11,2020/4/11
1161,铁路用地,盐城市,阜宁县,江苏省新建连云港至盐城铁路（盐城段）,江苏省新建连云港至盐城铁路（盐城段）,,划拨,0,,2019,2019年3月,2019/3/11,18406,1,18406,阜宁县交通运输局,,,,,,,,,,,,,,2019/4/11,2020/1/11
1162,铁路用地,盐城市,阜宁县,江苏省新建连云港至盐城铁路（盐城段）,江苏省新建连云港至盐城铁路（盐城段,,划拨,0,,2019,2019年3月,2019/3/11,394355,1,394355,阜宁县交通运输局,,,,,,,,,,,,,,2019/4/11,2020/4/11
1163,工业用地,盐城市,射阳县,江苏射阳大米集团有限公司,射阳县海河镇329省道北侧育供秧中心南侧2#,50,挂牌,411.1533,,2019,2019年3月,2019/3/11,28355.4,2.5,70888.5,江苏射阳大米集团有限公司,,,,,,,,,,,,,,2019/12/18,2021/12/17
1164,工业用地,盐城市,滨海县,江苏诚科印刷科技有限公司,蔡桥镇民营创业园,50,挂牌,329.63,,2019,2019年3月,2019/3/9,21266.2,0.7,14886.34,江苏诚科印刷科技有限公司,,,,,,,,,,,,,,2022/2/22,2024/2/8
1165,工业用地,盐城市,滨海县,滨海县城镇建设发展有限公司孵化器,蔡桥镇民营创业园,50,挂牌,516.48,,2019,2019年3月,2019/3/8,33321.6,0.7,23325.12,滨海县城镇建设发展有限公司,,,,,,,,,,,,,,2022/3/17,2024/3/7
1166,社会福利用地,盐城市,阜宁县,吴滩敬老院地块,吴滩街道办事处吴滩居委会,50,挂牌,963,,2019,2019年3月,2019/3/8,33333.41,1,33333.41,阜宁县瑞泰护理院,,,,,,,,,,,,,,2019/5/22,2021/5/22
1167,工业用地,盐城市,滨海县,八达校具（滨海）有限公司,蔡桥镇民营创业园,50,挂牌,130.21,,2019,2019年3月,2019/3/7,8622.9,0.7,6036.03,八达校具（滨海）有限公司,,,,,,,,,,,,,,2022/2/18,2024/2/13
1168,公用设施用地,盐城市,盐都区,盐都区龙冈镇街道办事处凤凰居民委员会便民服务中心项目,盐城市盐都区龙冈镇凤凰居委会四组,,划拨,0,,2019,2019年3月,2019/3/7,2637,0.54,1423.98,盐城市盐都区龙冈街道办事处凤凰居民委员会,,,,,,,,,,,,,,2019/7/7,2020/7/6
1169,机关团体用地,盐城市,盐都区,盐城市盐都区公安局异地迁建葛武派出所项目,盐城市盐都区葛武街道办事处育才居委会二组,,划拨,0,,2019,2019年3月,2019/3/7,3356,0.64,2147.84,盐城市盐都区公安局,,,,,,,,,,,,,,2019/7/7,2020/7/6
1170,城镇住宅用地,盐城市,响水县,响水县正和城镇建设开发有限公司,美鲈路东侧、淮河路南侧,70,挂牌,6767,,2019,2019年3月,2019/3/6,17204,1.8,30967.2,响水县正和城镇建设开发有限公司,,,,,,,,,,,,,,2019/9/1,2022/8/31
1171,公用设施用地,盐城市,滨海县,集中居住区,滨海县永宁路东侧、师苑路南侧、港城路西侧,,划拨,0,,2019,2019年3月,2019/3/6,64095,1.5,96142.5,东坎街道办事处,,,,,,,,,,,,,,2019/5/6,2021/5/6
1172,工业用地,盐城市,滨海县,盐城晶创节能科技有限公司,界牌镇周庄科技园,50,挂牌,346.51,,2019,2019年3月,2019/3/5,21000.8,0.7,14700.56,盐城晶创节能科技有限公司,,,,,,,,,,,,,,2022/2/25,2024/2/20
1173,工业用地,盐城市,射阳县,射阳国投热电有限公司,射阳县临海镇沙印南侧,50,挂牌,792.0066,,2019,2019年3月,2019/3/5,53878,2.5,134695,射阳国投热电有限公司,,,,,,,,,,,,,,2019/12/4,2021/12/3
1174,公路用地,盐城市,建湖县,建湖县交通运输局新建S231-S234连接线（站前路段）工程,钟庄街道陈堡村、建阳镇马厂村、近湖街道西葛村,,划拨,0,,2019,2019年3月,2019/3/5,149124,1,149124,建湖县交通运输局,,,,,,,,,,,,,,2019/9/30,2021/9/29
1175,公路用地,盐城市,建湖县,建湖县交通运输局新建盐城内河港区里下河作业区至徐宿淮盐高铁建湖站集疏道路工程,钟庄街道陈堡村、建阳镇马厂村、近湖街道西葛村,,划拨,0,,2019,2019年3月,2019/3/5,110145,1,110145,建湖县交通局,,,,,,,,,,,,,,2019/11/30,2021/11/29
1176,工业用地,盐城市,阜宁县,阜鹰机电科技地块,新沟镇新东村,50,挂牌,127,,2019,2019年3月,2019/3/4,6000,2,12000,江苏椿宇机械制造有限公司,,,,,,,,,,,,,,2019/4/22,2020/4/22
1177,工业用地,盐城市,阜宁县,城南创意产业园C区地块,陈良镇新涂村,50,挂牌,528,,2019,2019年3月,2019/3/4,25018.81,1.2,30022.572,阜宁县新城置业有限公司,,,,,,,,,,,,,,2019/4/22,2021/4/22
1178,仓储用地,盐城市,阜宁县,富立康地块(一),高新技术产业开发区孙郑居委会,50,挂牌,277,,2019,2019年3月,2019/3/4,12889.79,2,25779.58,江苏富立康物流有限公司,,,,,,,,,,,,,,2019/4/22,2021/4/22
1179,教育用地,盐城市,阜宁县,东沟镇新蕾幼儿园,阜宁县东沟镇市民居委会,,划拨,0,,2019,2019年3月,2019/3/4,4056.99,1,4056.99,东沟镇新蕾幼儿园,,,,,,,,,,,,,,2019/3/14,2021/3/14
1180,工业用地,盐城市,东台市,东台科思新材料有限公司,富安镇工业园区,50,挂牌,50.4792,,2019,2019年3月,2019/3/4,2952,0.8,2361.6,东台科思新材料有限公司,,,,,,,,,,,,,,2019/11/4,2020/11/4
1181,公用设施用地,盐城市,射阳县,人防大厦项目,旺海路东侧、幸福大道北侧,,划拨,0,,2019,2019年3月,2019/3/1,16638,1.5,24957,射阳县城市投资发展有限责任公司,,,,,,,,,,,,,,2019/8/28,2021/8/27
1182,工业用地,盐城市,射阳县,江苏富源利智能机电科技有限公司,射阳县海通镇通港路北侧1#,50,挂牌,198.6662,,2019,2019年2月,2019/2/28,13333.3,2.5,33333.25,江苏富源利智能机电科技有限公司,,,,,,,,,,,,,,2019/11/30,2021/11/29
1183,工业用地,盐城市,射阳县,江苏亿丰辉装饰材料有限公司,射阳到海通镇通港路北侧2#,50,挂牌,181.8456,,2019,2019年2月,2019/2/28,12204.4,2.5,30511,江苏亿丰辉装饰材料有限公司,,,,,,,,,,,,,,2019/11/30,2021/11/29
1184,城镇住宅用地,盐城市,滨海县,滨海县中淮农民综合服务专业合作联合社,滨海县滨淮镇树圩大道西侧，小岭路南侧,40,挂牌,226.2089,,2019,2019年2月,2019/2/28,3331.5,1.5,4997.25,滨海县中淮农民综合服务专业合作联合社,,,,,,,,,,,,,,2019/4/28,2021/4/28
1185,城镇住宅用地,盐城市,滨海县,盐城兴祥置业有限公司,滨海县滨淮农场陈李线东侧、祥和小区北侧,70,挂牌,692.2578,,2019,2019年2月,2019/2/28,8875.1,1.8,15975.18,盐城兴祥置业有限公司,,,,,,,,,,,,,,2019/4/28,2021/4/28
1186,城镇住宅用地,盐城市,滨海县,盐城兴祥置业有限公司,滨海县滨淮农场陈李线东侧,70,挂牌,390.4516,,2019,2019年2月,2019/2/28,5070.8,1.8,9127.44,盐城兴祥置业有限公司,,,,,,,,,,,,,,2019/4/28,2021/4/28
1187,工业用地,盐城市,射阳县,江苏翰信纺织有限公司,射阳县千秋镇陈李线西侧,50,挂牌,274.4456,,2019,2019年2月,2019/2/28,19192,2.5,47980,江苏翰信纺织有限公司,,,,,,,,,,,,,,2019/11/30,2021/11/29
1188,工业用地,盐城市,响水县,响水景萱服饰制造有限公司,响陈路南侧、银海路东侧,50,挂牌,290,,2019,2019年2月,2019/2/27,15632,1,15632,响水景萱服饰制造有限公司,,,,,,,,,,,,,,2019/9/1,2022/8/31
1189,工业用地,盐城市,响水县,江苏北林纺织有限公司,响陈路南侧、银海路东侧,50,挂牌,441,,2019,2019年2月,2019/2/27,23836,0.8,19068.8,江苏北林纺织有限公司,,,,,,,,,,,,,,2019/9/1,2022/8/31
1190,工业用地,盐城市,响水县,江苏北林纺织有限公司,响陈路南侧、银海路东侧,50,挂牌,85,,2019,2019年2月,2019/2/27,4543,0.8,3634.4,江苏北林纺织有限公司,,,,,,,,,,,,,,2019/9/1,2022/8/31
1191,城镇住宅用地,盐城市,盐都区,侍龙顺,盐都区郭猛镇刘垛居委会一组,70,协议,9.1248,,2019,2019年2月,2019/2/27,48,3,144,侍龙顺,,,,,,,,,,,,,,2019/3/26,2019/3/28
1192,城镇住宅用地,盐城市,盐都区,王德江,盐都区郭猛镇刘垛居委会一组,70,协议,9.1248,,2019,2019年2月,2019/2/27,48,3,144,王德江,,,,,,,,,,,,,,2019/3/26,2019/3/28
1193,城镇住宅用地,盐城市,盐都区,丁兰凤,盐都区郭猛镇刘垛居委会一组,70,协议,9.1248,,2019,2019年2月,2019/2/27,48,3,144,丁兰凤,,,,,,,,,,,,,,2019/3/26,2019/3/28
1194,公用设施用地,盐城市,东台市,新建沿海工业地表水厂,东台市弶港镇湖城五路南侧,,划拨,0,,2019,2019年2月,2019/2/27,61589,0.8,49271.2,东台市海滨投资发展有限公司,,,,,,,,,,,,,,2019/10/26,2021/4/26
1195,城镇住宅用地,盐城市,盐都区,陆金权,盐都区郭猛镇刘垛居委会一组,70,协议,18.2496,,2019,2019年2月,2019/2/27,96,3,288,陆金权,,,,,,,,,,,,,,2019/3/26,2019/3/28
1196,城镇住宅用地,盐城市,盐都区,江苏通银实业集团有限公司,盐渎街道盐枕路北、厚德路东,70,挂牌,71094.071,,2019,2019年2月,2019/2/26,69049,2.2,151907.8,江苏通银实业集团有限公司,,,,,,,,,,,,,,2020/5/26,2023/5/25
1197,其他商服用地,盐城市,东台市,东台黄海森林投资发展有限公司,弶港镇黄海森林公园内,40,挂牌,48.076,,2019,2019年2月,2019/2/26,1717,0.7,1201.9,东台黄海森林投资发展有限公司,,,,,,,,,,,,,,2020/5/26,2022/5/26
1198,教育用地,盐城市,亭湖区,盐城市第二实验学校,凌桥路南侧、环城西路东侧,,划拨,,,2019,2019年2月,2019/2/26,30028.6,0.84,25224.024,盐城市市政公用投资有限公司,,,,,,,,,,,,,,2020/2/26,2023/2/26
1199,工业用地,盐城市,经济技术开发区,绿叶日化用品研发、生产项目,盐城经济技术开发区新城街道蔡墩村、东滩村,50,挂牌,4643.37,,2019,2019年2月,2019/2/25,154779,2,309558,绿叶科技产业园（盐城）有限公司,,,,,,,,,,,,,,2019/10/25,2021/10/25
1200,工业用地,盐城市,经济技术开发区,东方智造信息产业园标准厂房项目,盐城经济技术开发区新城街道正丰村,50,挂牌,3276.27,,2019,2019年2月,2019/2/25,109209,2,218418,盐城经济技术开发区东方智造工程建设有限公司,,,,,,,,,,,,,,2019/10/25,2021/10/25
1201,城镇住宅用地,盐城市,滨海县,王华,滨海县陈涛镇友渔村境内、新建陈新线西南侧,70,挂牌,5305.3228,,2019,2019年2月,2019/2/22,67241.1,2,134482.2,王华,,,,,,,,,,,,,,2019/8/22,2021/8/22
1202,城镇住宅用地,盐城市,滨海县,滨海司城建设有限公司,滨海县八滩镇S226西侧、八滩东路北侧,70,挂牌,509.9597,,2019,2019年2月,2019/2/22,6640.1,1.8,11952.18,滨海司城建设有限公司,,,,,,,,,,,,,,2019/8/22,2021/8/22
1203,工业用地,盐城市,射阳县,射阳县广厦机械租赁有限公司,射阳县射阳港经济区南翔西侧、纬二路,50,挂牌,413.5104,,2019,2019年2月,2019/2/22,28716,2.5,71790,射阳县广厦机械租赁有限公司,,,,,,,,,,,,,,2019/10/29,2021/10/28
1204,餐饮用地,盐城市,亭湖区,盐城市城市建设投资集团有限公司,盐城市亭湖区南洋镇新洋经济合作社一组、二组,40,挂牌,34330.8264,,2019,2019年2月,2019/2/21,155766,1,155766,盐城市城市建设投资集团有限公司,,,,,,,,,,,,,,2020/2/21,2023/2/21
1205,工业用地,盐城市,盐都区,盐城东平汽车配件有限公司,盐城市盐都区龙冈镇凤鸾路西、龙泉路北,50,挂牌,480.024,,2019,2019年2月,2019/2/21,20001,1.6,32001.6,盐城东平汽车配件有限公司,,,,,,,,,,,,,,2020/2/21,2022/2/20
1206,工业用地,盐城市,滨海县,盐城市海慧置业有限公司,滨海县经济开发区工业园南区,50,挂牌,778,,2019,2019年2月,2019/2/20,43708,1,43708,盐城市海慧置业有限公司,,,,,,,,,,,,,,2021/1/29,2023/1/27
1207,城镇住宅用地,盐城市,亭湖区,盐城市兴隆房地产开发有限公司,盐城市亭湖区毓龙街道办事处环城村四组,70,挂牌,1981.044,,2019,2019年2月,2019/2/20,3237,2.9,9387.3,盐城市兴隆房地产开发有限公司,,,,,,,,,,,,,,2020/2/20,2022/2/20
1208,工业用地,盐城市,盐都区,燕东微电子（工业用地）,盐城市盐都区盐龙街道办事处合心村三组，先锋村六组,50,挂牌,1113.06,,2019,2019年2月,2019/2/20,37102,1.2,44522.4,盐城高新区投资集团有限公司,,,,,,,,,,,,,,2020/2/19,2023/2/18
1209,工业用地,盐城市,盐都区,群晖摄像头（工业用地）,盐城市盐都区盐龙街道办事处合心村三组，先锋村六组,50,挂牌,2608.35,,2019,2019年2月,2019/2/20,86945,1.2,104334,盐城高新区投资集团有限公司,,,,,,,,,,,,,,2020/2/19,2023/2/18
1210,工业用地,盐城市,大丰市,盐城市震业机械有限公司,小海镇海团村三组,50,挂牌,455.54,,2019,2019年2月,2019/2/19,23361,1.2,28033.2,盐城市震业机械有限公司,,,,,,,,,,,,,,2019/8/21,2021/8/21
1211,工业用地,盐城市,大丰市,江苏联成环保新材料科技有限公司,刘庄镇友谊村二组,50,挂牌,235.45,,2019,2019年2月,2019/2/19,12074,1.2,14488.8,江苏联成环保新材料科技有限公司,,,,,,,,,,,,,,2019/8/21,2021/8/21
1212,工业用地,盐城市,东台市,华族激光科技东台有限公司,沿海经济区迎宾路东侧、开发大道南侧,40,挂牌,672.0168,,2019,2019年2月,2019/2/18,40001,0.7,28000.7,华族激光科技东台有限公司,,,,,,,,,,,,,,2019/10/18,2021/4/17
1213,教育用地,盐城市,大丰市,万盈镇新农村产业转型升级教育培训基地项目,盐城市大丰区万盈镇农业园区内,,划拨,,,2019,2019年2月,2019/2/18,39014,1,39014,盐城市大丰区万盈镇人力资源社会保障服务中心,,,,,,,,,,,,,,2019/8/18,2020/8/18
1214,公用设施用地,盐城市,大丰市,新丰镇三总村党群服务中心项目,盐城市大丰区新丰镇三总村七组,,划拨,0,,2019,2019年2月,2019/2/15,3791,1.5,5686.5,盐城市大丰区新丰镇三总村村民委员会,,,,,,,,,,,,,,2019/9/15,2020/9/15
1215,工业用地,盐城市,滨海县,滨海恒达置业有限公司,八滩镇民营园内,50,挂牌,633.5,,2019,2019年2月,2019/2/14,37485.2,0.7,26239.64,滨海恒达置业有限公司,,,,,,,,,,,,,,2021/1/29,2023/1/27
1216,娱乐用地,盐城市,射阳县,洋马镇贺东村临海高等级公路西侧地块,洋马镇贺东村临海高等级公路西侧地块,40,挂牌,2602,,2019,2019年2月,2019/2/14,31585,2,63170,江苏鹤乡菊海现代农业产业园发展有限公司,,,,,,,,,,,,,,2019/12/14,2022/12/14
1217,其他商服用地,盐城市,射阳县,洋马镇贺东村十七林带东侧地块,洋马镇贺东村十七林带东侧地块,40,挂牌,401,,2019,2019年2月,2019/2/14,3162,2,6324,江苏鹤乡菊海现代农业产业园发展有限公司,,,,,,,,,,,,,,2019/12/14,2022/12/14
1218,城镇住宅用地,盐城市,射阳县,特庸镇水务公司西侧地块,特庸镇水务公司西侧地块,70,挂牌,1770,,2019,2019年2月,2019/2/14,24613,1.6,39380.8,射阳县旅游投资发展有限公司,,,,,,,,,,,,,,2019/12/14,2022/12/14
1219,其他商服用地,盐城市,射阳县,海河镇火车站东侧地块,海河镇火车站东侧地块,40,挂牌,1116,,2019,2019年2月,2019/2/14,10469,3,31407,射阳县旅游投资发展有限公司,,,,,,,,,,,,,,2019/12/14,2022/12/14
1220,其他商服用地,盐城市,射阳县,黄沙港镇临海高等级公路东侧人民路北侧地块,黄沙港镇临海高等级公路东侧人民路北侧地块,40,挂牌,3176,,2019,2019年2月,2019/2/14,35242,1.6,56387.2,射阳县农业水利投资开发集团有限公司,,,,,,,,,,,,,,2019/12/14,2022/12/14
1221,其他商服用地,盐城市,射阳县,海通镇幸福大道南侧1号地块,海通镇幸福大道南侧1号地块,40,挂牌,2434,,2019,2019年2月,2019/2/14,36000,2,72000,射阳县旅游投资发展有限公司,,,,,,,,,,,,,,2019/12/14,2022/12/14
1222,其他商服用地,盐城市,射阳县,海通镇幸福大道南侧2号地块,海通镇幸福大道南侧2号地块,40,挂牌,3945,,2019,2019年2月,2019/2/14,58348,2,116696,射阳县旅游投资发展有限公司,,,,,,,,,,,,,,2019/12/14,2022/12/14
1223,其他商服用地,盐城市,射阳县,海通镇幸福大道南侧3号地块,海通镇幸福大道南侧3号地块,40,挂牌,2569,,2019,2019年2月,2019/2/14,38000,2,76000,射阳县旅游投资发展有限公司,,,,,,,,,,,,,,2019/12/14,2022/12/14
1224,城镇住宅用地,盐城市,射阳县,新城区加油站南侧地块,新城区加油站南侧地块,70,挂牌,7155,,2019,2019年2月,2019/2/14,17536,2.8,49100.8,射阳万里房地产有限公司,,,,,,,,,,,,,,2019/12/14,2022/12/14
1225,工业用地,盐城市,射阳县,江苏铭阳建筑工程机械有限公司,射阳县海河镇友普路东侧,50,挂牌,424.9805,,2019,2019年2月,2019/2/12,29309,2.5,73272.5,江苏铭阳建筑工程机械有限公司,,,,,,,,,,,,,,2019/10/29,2021/10/28
1226,仓储用地,盐城市,建湖县,建湖天辰电气实业有限公司新建仓储中心项目,建阳镇建南村二组,50,挂牌,185.9004,,2019,2019年2月,2019/2/12,7377,1.2,8852.4,建湖天辰电气实业有限公司,,,,,,,,,,,,,,2019/11/5,2021/11/4
1227,工业用地,盐城市,建湖县,江苏佳力铝业有限公司年产2万吨铝合金型材项目,芦沟镇五联居委会一组,50,挂牌,107.2005,,2019,2019年2月,2019/2/12,6497,1.2,7796.4,江苏佳力铝业有限公司,,,,,,,,,,,,,,2019/12/17,2021/12/16
1228,仓储用地,盐城市,建湖县,江苏建湖粮食产业发展有限公司年产5万吨粮食物流仓房项目,建阳镇瓦瓷村三组,50,挂牌,250.1712,,2019,2019年2月,2019/2/12,11582,1.2,13898.4,江苏建湖粮食产业发展有限公司,,,,,,,,,,,,,,2019/11/29,2021/11/28
1229,工业用地,盐城市,阜宁县,申源电气,现代服务园顾庄居委会三组,50,协议,5.36,,2019,2019年2月,2019/2/12,244.75,0.7,171.325,江苏申源电气工程有限公司,,,,,,,,,,,,,,2019/3/12,2020/3/12
1230,工业用地,盐城市,建湖县,盐城鹏洋机械有限公司年产15000台（套）农机配件项目,高作镇西站村一组、六组,50,挂牌,75.009,,2019,2019年2月,2019/2/12,4546,1.2,5455.2,盐城鹏洋机械有限公司,,,,,,,,,,,,,,2019/12/10,2021/12/9
