编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,容积,率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
4943,商务金融用地,盐城市,盐城市本级,盐城市房屋投资经营有限公司盐城市城南房地产开发有限责任公司,盐城市解放南路西、江苏银行南侧,40,挂牌出让,,9873.63,,2016,2016年1月,2016年1月20日,16878,0.002.70,0,2.7,,盐城市房屋投资经营有限公司、盐城市城南房地产开放有限责任公司,,,,,,,,,,,,,,2016年10月20日,2019年10月20日
4944,工业用地,盐城市,东台市,东台市东源电器有限公司,五烈镇仇家堡居委会,38.5,挂牌出让,,1.6796,,2016,2016年1月,2016年1月19日,988,0.700.00,0.7,0.7,,东台市东源电器有限公司,,,,,,,,,,,,,,2016年9月18日,2017年3月18日
4945,工业用地,盐城市,东台市,江苏佰味醇食品科技有限公司,五烈镇甘港村进洋十组,49.4,挂牌出让,,95.0931,,2016,2016年1月,2016年1月19日,5561,1.000.00,1,1,,江苏佰味醇食品科技有限公司,,,,,,,,,,,,,,2016年9月19日,2017年3月19日
4946,工业用地,盐城市,东台市,江苏亚飞炭素有限公司,五烈镇333省道北侧，碧城商贸园东侧,38,挂牌出让,,39.6144,,2016,2016年1月,2016年1月19日,2358,0.800.00,0.8,0.8,,江苏亚飞炭素有限公司,,,,,,,,,,,,,,2016年9月19日,2017年3月19日
4947,工业用地,盐城市,东台市,东台市政奎织造厂,头灶镇保丰居委会,50,挂牌出让,,40.2534,,2016,2016年1月,2016年1月19日,2354,0.701.20,0.7,1.2,,东台市政奎织造厂,,,,,,,,,,,,,,2016年9月19日,2017年3月19日
4948,工业用地,盐城市,东台市,东台市兴盾船舶设备有限公司,新街镇新街村,50,挂牌出让,,155.4504,,2016,2016年1月,2016年1月19日,9253,0.700.00,0.7,0.7,,东台市兴盾船舶设备有限公司,,,,,,,,,,,,,,2016年9月19日,2017年9月19日
4949,仓储用地,盐城市,阜宁县,阜宁县新科仓储有限公司,现代服务园新丰六组,50,挂牌出让,,88,,2016,2016年1月,2016年1月19日,5626.96,0.702.00,0.7,2,,阜宁县新科仓储有限公司,,,,,,,,,,,,,,2016年8月8日,2017年8月8日
4950,科教用地,盐城市,射阳县,射阳县实验小学,开发区人民东路南侧、海润路西侧,,划拨,,0,,2016,2016年1月,2016年1月19日,83516.6,0.001.00,0,1,,射阳县实验小学,,,,,,,,,,,,,,2016年7月1日,2018年6月30日
4951,科教用地,盐城市,射阳县,射阳县教育局,射阳县合德镇双拥北路西侧,,划拨,,0,,2016,2016年1月,2016年1月19日,4560,0.001.00,0,1,,射阳县教育局,,,,,,,,,,,,,,2016年6月30日,2018年6月29日
4952,科教用地,盐城市,射阳县,射阳县教育局,射阳县合德镇双拥北路西侧,,划拨,,0,,2016,2016年1月,2016年1月19日,7457,0.001.00,0,1,,射阳县教育局,,,,,,,,,,,,,,2016年6月30日,2018年6月29日
4953,经济适用住房用地,盐城市,射阳县,射阳县安居经济适用住房发展中心,射阳县合德镇海悦路东侧，建设大道南侧,,划拨,,0,,2016,2016年1月,2016年1月19日,18683,1.003.10,1,3.1,,射阳县安居经济适用住房发展中心,,,,,,,,,,,,,,2016年6月30日,2018年6月29日
4954,经济适用住房用地,盐城市,射阳县,江苏射阳经济开发区经济开发总公司,射阳县开发区黄海路东侧、北三环北侧,,划拨,,35.5,,2016,2016年1月,2016年1月19日,2189,1.502.20,1.5,2.2,,江苏射阳经济开发区经济开发总公司,,,,,,,,,,,,,,2016年6月30日,2018年6月29日
4955,经济适用住房用地,盐城市,射阳县,江苏射阳经济开发区经济开发总公司,射阳县开发区黄海路东侧、北三环北侧,,划拨,,35.5,,2016,2016年1月,2016年1月19日,2263,1.502.20,1.5,2.2,,江苏射阳经济开发区经济开发总公司,,,,,,,,,,,,,,2016年6月30日,2018年6月29日
4956,经济适用住房用地,盐城市,射阳县,江苏射阳经济开发区经济开发总公司,射阳县开发区黄海路东侧、北三环北侧,,划拨,,35.5,,2016,2016年1月,2016年1月19日,2212,1.502.20,1.5,2.2,,江苏射阳经济开发区经济开发总公司,,,,,,,,,,,,,,2016年6月30日,2018年6月29日
4957,军事设施用地,盐城市,亭湖区,新建部队营房项目,环保科技城,,划拨,,0,,2016,2016年1月,2016年1月19日,10010,0.000.00,0,1,,亭湖区公安边防大队,,,,,,,,,,,,,,2016年2月18日,2018年2月18日
4958,工业用地,盐城市,亭湖区,盐城金红达科技有限公司,盐城市亭湖区盐东镇农业园区居委会七组,50,挂牌出让,,290.1261,,2016,2016年1月,2016年1月18日,13333,1.001.40,1,1.4,,盐城金红达科技有限公司,,,,,,,,,,,,,,2016年9月18日,2019年9月18日
4959,工业用地,盐城市,亭湖区,盐城飞潮环保技术有限公司,盐城市亭湖区环保科技城民联村民委员会一组、绍林村民委员会五组,50,挂牌出让,,912.2508,,2016,2016年1月,2016年1月18日,40011,1.001.40,1,1.4,,盐城飞潮环保技术有限公司,,,,,,,,,,,,,,2016年9月18日,2019年9月18日
4960,仓储用地,盐城市,亭湖区,盐城山海汽车运输服务有限公司,盐城市亭湖区新洋街道办事处龙桥村四组,50,挂牌出让,,160.77,,2016,2016年1月,2016年1月18日,6900,0.801.40,0.8,1.4,,盐城山海汽车运输服务有限公司,,,,,,,,,,,,,,2016年9月18日,2018年9月18日
4961,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,阜宁县城市投资发展有限责任公司,北京路南、施陈路东地块,中低价位、中小套型普通商品住房用地70年，批发零售用地40年,挂牌出让,,11333,,2016,2016年1月,2016年1月15日,70000,2.003.50,2,3.5,,阜宁县城市投资发展有限责任公司,,,,,,,,,,,,,,2016年4月6日,2018年4月6日
4962,工业用地,盐城市,东台市,江苏华信亚麻纺织有限公司,南沈灶镇三仓河南侧,50,挂牌出让,,29.937,,2016,2016年1月,2016年1月15日,1761,0.800.00,0.8,0.8,,江苏华信亚麻纺织有限公司,,,,,,,,,,,,,,2016年3月30日,2016年9月30日
4963,工业用地,盐城市,盐都区,大兴住理工橡塑材料（盐城）有限公司,盐龙街道办跃马居委会,50,挂牌出让,,271.625,,2016,2016年1月,2016年1月15日,13250,1.001.60,1,1.6,,大兴住理工橡塑材料（盐城）有限公司,,,,,,,,,,,,,,2016年10月14日,2018年10月14日
4964,工业用地,盐城市,盐都区,盐城市大邺建设投资有限公司,张庄街道办成庄村,50,挂牌出让,,9.1455,,2016,2016年1月,2016年1月15日,455,1.001.50,1,1.5,,盐城市大邺建设投资有限公司,,,,,,,,,,,,,,2016年9月15日,2017年9月15日
4965,工业用地,盐城市,盐都区,盐城大兴科技汽车配件有限公司,盐龙街道办跃马居委会,50,挂牌出让,,681.707,,2016,2016年1月,2016年1月15日,33254,1.001.60,1,1.6,,盐城大兴科技汽车配件有限公司,,,,,,,,,,,,,,2016年10月15日,2018年10月15日
4966,工业用地,盐城市,滨海县,盐城美迪玻璃制品有限公司,滨海县东坎镇民营园,50,挂牌出让,,272.58,,2016,2016年1月,2016年1月14日,20341.9,1.000.00,1,1,,盐城美迪玻璃制品有限公司,,,,,,,,,,,,,,2016年3月14日,2018年3月14日
4967,工业用地,盐城市,大丰市,大丰市鑫宇铸造机械厂,西团镇大龙村二组,50,挂牌出让,,13.51,,2016,2016年1月,2016年1月13日,925,0.701.50,0.7,1.5,,大丰市鑫宇铸造机械厂,,,,,,,,,,,,,,2016年7月14日,2017年7月14日
4968,工业用地,盐城市,滨海县,中电投滨海海上风力发电有限公司,滨海港二洪盐场,50,挂牌出让,,122.21,,2016,2016年1月,2016年1月12日,10535.7,0.700.00,0.7,0.7,,中电投滨海海上风力发电有限公司,,,,,,,,,,,,,,2016年5月13日,2018年6月14日
4969,工业用地,盐城市,盐城市本级,瑞欣新建农用车轮装配、通用机械设备和齿轮制造项目,盐城经济技术开发区新城街道中舍村,50,挂牌出让,,209.6508,,2016,2016年1月,2016年1月12日,10277,0.702.00,0.7,2,,瑞欣通用机械制造（盐城）有限公司,,,,,,,,,,,,,,2016年5月12日,2018年5月12日
4970,工业用地,盐城市,盐城市本级,宝强年产14万吨钢结构项目,盐城经济技术开发区步凤镇安龙村、清恩居委会,50,挂牌出让,,686.3714,,2016,2016年1月,2016年1月12日,33319,0.702.00,0.7,2,,江苏宝强钢结构有限公司,,,,,,,,,,,,,,2016年5月12日,2018年5月12日
4971,工业用地,盐城市,盐城市本级,因派克汽车零部件项目,盐城经济技术开发区新城街道东滩村、中舍村,50,挂牌出让,,1192.019,,2016,2016年1月,2016年1月12日,57865,0.702.00,0.7,2,,江苏因派克汽车部件有限公司,,,,,,,,,,,,,,2016年5月12日,2018年5月12日
4972,工业用地,盐城市,东台市,江苏鹤钢重工有限公司,梁垛镇台南工业园区,50,挂牌出让,,12.7224,,2016,2016年1月,2016年1月12日,744,0.800.00,0.8,0.8,,江苏鹤钢重工有限公司,,,,,,,,,,,,,,2016年9月12日,2017年9月12日
4973,工业用地,盐城市,东台市,东台市博宸机械配件制造有限公司,梁垛镇台南工业园区,50,挂牌出让,,143.4006,,2016,2016年1月,2016年1月12日,8386,0.800.00,0.8,0.8,,东台市博宸机械配件制造有限公司,,,,,,,,,,,,,,2016年9月12日,2017年9月12日
4974,工业用地,盐城市,东台市,东台市晖峰玻纤制品有限公司,梁垛镇台南工业园区,50,挂牌出让,,226.4724,,2016,2016年1月,2016年1月12日,13244,0.701.00,0.7,1,,东台市晖峰玻纤制品有限公司,,,,,,,,,,,,,,2016年9月12日,2017年9月12日
4975,工业用地,盐城市,大丰市,盐城大丰友信汽车部件有限公司,开发区同圣村三组、四组,50,挂牌出让,,497.57,,2016,2016年1月,2016年1月12日,33171,0.801.50,0.8,1.5,,盐城大丰友信汽车部件有限公司,,,,,,,,,,,,,,2016年7月13日,2018年7月13日
4976,公路用地,盐城市,盐都区,盐城市东进路西延,盐都区潘黄街道办,,划拨,,0,,2016,2016年1月,2016年1月12日,106426,0.000.00,0,1,,盐城市盐都区交通运输局,,,,,,,,,,,,,,2016年2月29日,2017年2月16日
4977,经济适用住房用地,盐城市,大丰市,东方汇贤居二期拆迁安置房,大丰市大中镇春柳路西侧，大华路北侧，健康路南侧,,划拨,,0,,2016,2016年1月,2016年1月11日,35648,1.002.00,1,2,,大丰市大中镇阜南村村民委员会,,,,,,,,,,,,,,2016年7月13日,2018年7月13日
4978,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,高作镇西环路东侧地块,50,挂牌出让,,260,,2016,2016年1月,2016年1月7日,3090,1.001.50,1,1.5,,建湖县新农村建设投资有限公司,,,,,,,,,,,,,,2016年6月28日,2019年6月28日
4979,仓储用地,盐城市,亭湖区,盐城市亭湖区粮食购销总公司,盐城市亭湖区新兴镇镇北居委会三组,50,协议出让,,185.1365,,2016,2016年1月,2016年1月6日,8611,0.000.00,0,1,,,,,,,,,,,,,,,,2016年1月6日,2016年1月6日
4980,仓储用地,盐城市,亭湖区,盐城市亭湖区粮食购销总公司,盐城市亭湖区便仓镇富民居委会五组,50,协议出让,,79.3565,,2016,2016年1月,2016年1月6日,3691,0.000.00,0,1,,,,,,,,,,,,,,,,2016年1月6日,2016年1月6日
4981,仓储用地,盐城市,亭湖区,盐城市亭湖区粮食购销总公司,盐城市亭湖区新兴镇西巷居民委员会,50,协议出让,,388.6344,,2016,2016年1月,2016年1月6日,17665.2,0.000.00,0,1,,,,,,,,,,,,,,,,2016年1月6日,2016年1月6日
4982,仓储用地,盐城市,亭湖区,盐城市亭湖区粮食购销总公司,盐城市亭湖区新兴镇镇北居委会三组,50,协议出让,,30.1366,,2016,2016年1月,2016年1月6日,1401.7,0.000.00,0,1,,,,,,,,,,,,,,,,2016年1月6日,2016年1月6日
4983,仓储用地,盐城市,亭湖区,盐城市亭湖区粮食购销总公司,盐城市亭湖区南洋镇花木北路,50,协议出让,,153.648,,2016,2016年1月,2016年1月6日,6402,0.000.00,0,1,,,,,,,,,,,,,,,,2016年1月6日,2016年1月6日
4984,仓储用地,盐城市,亭湖区,盐城市亭湖区粮食购销总公司,盐城市亭湖区南洋镇三尖居委会四组,50,协议出让,,230.6198,,2016,2016年1月,2016年1月6日,10726.5,0.000.00,0,1,,,,,,,,,,,,,,,,2016年1月6日,2016年1月6日
4985,批发零售用地,盐城市,亭湖区,盐城市亭湖区粮食购销总公司,盐城市城南新区伍佑街道办事处繁荣居委会,40,协议出让,,1994.7366,,2016,2016年1月,2016年1月6日,20313,0.000.00,0,1,,盐城市亭湖区粮食购销总公司,,,,,,,,,,,,,,2016年1月6日,2016年1月6日
4986,仓储用地,盐城市,亭湖区,盐城市亭湖区粮食购销总公司,盐城市亭湖区便仓镇富民居委会五组,50,协议出让,,674.6141,,2016,2016年1月,2016年1月6日,31377.4,0.000.00,0,1,,,,,,,,,,,,,,,,2016年1月6日,2016年1月6日
4987,批发零售用地,盐城市,亭湖区,盐城市亭湖区粮食购销总公司,盐城市亭湖新区富康路3号,40,协议出让,,311.333,,2016,2016年1月,2016年1月6日,1378.8,0.000.00,0,1,,,,,,,,,,,,,,,,2016年1月6日,2016年1月6日
4988,机场用地,盐城市,亭湖区,盐城南洋机场改扩建项目,盐城市亭湖区南洋镇民航村五组,,划拨,,0,,2016,2016年1月,2016年1月6日,40143,0.000.00,0,1,,盐城民航站,,,,,,,,,,,,,,2016年1月26日,2019年1月26日
4989,医卫慈善用地,盐城市,东台市,养老设施建设,东台市梁垛镇牌沟村,,划拨,,0,,2016,2016年1月,2016年1月4日,6264,0.000.50,0,0.5,,东台市南山养老服务中心,,,,,,,,,,,,,,2016年9月1日,2017年3月1日
4990,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,北京路北侧、经三路西侧地块,50,挂牌出让,,2260,,2016,2016年1月,2016年1月4日,20000,1.001.50,1,1.5,,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2016年6月28日,2019年6月28日
4991,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,高作镇老政府地块,50,挂牌出让,,260,,2016,2016年1月,2016年1月4日,3977,1.001.50,1,1.5,,建湖县新农村建设投资有限公司,,,,,,,,,,,,,,2016年6月28日,2019年6月28日
4992,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,亮月路以西、规划红线以东地块,50,挂牌出让,,820,,2016,2016年1月,2016年1月4日,7409,1.001.50,1,1.5,,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2016年6月28日,2019年6月28日
4993,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,庆丰镇唐庄水柳路东侧地块,50,挂牌出让,,370,,2016,2016年1月,2016年1月4日,4667,1.001.60,1,1.6,,建湖县新农村建设投资有限公司,,,,,,,,,,,,,,2016年6月28日,2019年6月28日
4994,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,上海路东、神台河滨河路北侧地块,50,挂牌出让,,1830,,2016,2016年1月,2016年1月4日,15054,1.001.50,1,1.5,,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2016年6月28日,2019年6月28日
4995,公共设施用地,盐城市,射阳县,江苏国信临海风力发电有限公司,江苏省临海农场四分场24大队原营区地块,50,挂牌出让,,234.3956,,2016,2016年1月,2016年1月4日,16391.3,0.001.20,0,1.2,,江苏国信临海风力发电有限公司,,,,,,,,,,,,,,2016年8月31日,2018年8月30日
4996,仓储用地,盐城市,射阳县,江苏省农垦米业集团淮海有限公司,江苏省淮农场江苏省农垦米业集团淮海有限公司南侧地块,50,挂牌出让,,28.8789,,2016,2016年1月,2016年1月4日,2019.5,0.001.20,0,1.2,,江苏省农垦米业集团淮海有限公司,,,,,,,,,,,,,,2016年8月31日,2018年8月30日
4997,医卫慈善用地,盐城市,建湖县,建湖县人民医院实施城南新区医院三期工程项目,近湖镇严桥村西湾组、桥南组、曹圈组和曹舍组,,划拨,,0,,2016,2016年1月,2016年1月4日,75891,0.702.00,0.7,2,,建湖县人民医院,,,,,,,,,,,,,,2016年4月5日,2018年4月4日
4998,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,骨架河滨河路西、神台河滨河路北侧地块,50,挂牌出让,,680,,2016,2016年1月,2016年1月4日,5299,1.001.50,1,1.5,,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2016年6月28日,2019年6月28日
4999,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城市金大洲城镇建设发展有限公司,盐城市亭湖区盐东镇富民路西侧、向阳河南侧,70,挂牌出让,,3314.6933,,2016,2016年1月,2016年1月4日,50761,1.001.60,1,1.6,,盐城市金大洲城镇建设发展有限公司,,,,,,,,,,,,,,2016年11月4日,2019年11月4日
5000,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城市金大洲城镇建设发展有限公司,盐城市亭湖区盐东镇南环路南侧、富民路西侧,70,挂牌出让,,3174.92,,2016,2016年1月,2016年1月4日,53360,1.001.60,1,1.6,,盐城市金大洲城镇建设发展有限公司,,,,,,,,,,,,,,2016年11月4日,2019年11月4日
5001,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城市金大洲城镇建设发展有限公司,盐城市亭湖区盐东镇李灶居委会七组,70,挂牌出让,,2889.0026,,2016,2016年1月,2016年1月4日,44242,1.001.60,1,1.6,,盐城市金大洲城镇建设发展有限公司,,,,,,,,,,,,,,2016年11月4日,2019年11月4日
5002,工业用地,盐城市,建湖县,盐城苏威机械有限公司新上年产110万件液压机械配件项目,建阳镇马厂村三组,50,挂牌出让,,227.754,,2016,2016年1月,2016年1月1日,12653,0.700.00,0.7,0.7,,盐城苏威机械有限公司,,,,,,,,,,,,,,2016年7月7日,2018年7月6日
5003,工业用地,盐城市,建湖县,江苏立成贸易有限公司年产15万吨金属材料及5万吨聚酯瓶片再生项目,开发区陈堡村葛湾组,50,挂牌出让,,360.4925,,2016,2016年1月,2016年1月1日,17585,0.700.00,0.7,0.7,,江苏立成贸易有限公司,,,,,,,,,,,,,,2016年5月11日,2018年5月10日
5004,工业用地,盐城市,建湖县,盐城云峰新材料有限公司新上纳米材料、高档鞋材及箱包生产材料项目,恒济镇建河村一组、二组,50,挂牌出让,,307.956,,2016,2016年1月,2016年1月1日,18664,1.000.00,1,1,,盐城云峰新材料有限公司,,,,,,,,,,,,,,2016年8月1日,2018年7月31日
5005,工业用地,盐城市,建湖县,盐城市广亿电梯部件有限公司年产3万台（套）自动扶梯配件项目,开发区南华村新东组,50,挂牌出让,,230.789,,2016,2016年1月,2016年1月1日,11258,0.700.00,0.7,0.7,,盐城市广亿电梯部件有限公司,,,,,,,,,,,,,,2016年6月1日,2018年5月31日
5006,工业用地,盐城市,建湖县,盐城市广亿电梯部件有限公司年产3万台（套）自动扶梯配件项目,开发区南华村新东组,50,挂牌出让,,273.224,,2016,2016年1月,2016年1月1日,13328,0.700.00,0.7,0.7,,盐城市广亿电梯部件有限公司,,,,,,,,,,,,,,2016年7月5日,2018年7月4日
5007,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,沈舍路南、建宝路东侧地块,50,挂牌出让,,3000,,2015,2015年12,2015年12月31日,15333,1.001.50,1,1.5,,建湖县兴颜资产管理有限公司,,,,,,,,,,,,,,2016年6月25日,2018年6月25日
5008,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,颜单镇颜阳路东侧地块,50,挂牌出让,,2600,,2015,2015年12,2015年12月31日,25374,1.001.50,1,1.5,,建湖县兴颜资产管理有限公司,,,,,,,,,,,,,,2016年6月25日,2018年6月25日
5009,其他商服用地,盐城市,响水县,江苏省农垦农业发展股份有限公司黄海分公司,黄海农场场部北侧,40,挂牌出让,,129,,2015,2015年12,2015年12月31日,3550,0.001.50,0,1.5,,江苏省农垦农业发展股份有限公司黄海分公司,,,,,,,,,,,,,,2016年7月1日,2019年7月1日
5010,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水县新胜城镇建设开发有限公司,小尖204国道东侧、盛大零部件南侧,70,挂牌出让,,357,,2015,2015年12,2015年12月31日,6365,1.001.60,1,1.6,,响水县新胜城镇建设开发有限公司,,,,,,,,,,,,,,2016年7月1日,2019年7月1日
5011,工业用地,盐城市,盐都区,盐城颖西汽车零部件有限公司,盐龙街道办跃马居委会,50,挂牌出让,,248.2345,,2015,2015年12,2015年12月31日,12109,1.001.60,1,1.6,,盐城颖西汽车零部件有限公司,,,,,,,,,,,,,,2016年10月15日,2018年10月14日
5012,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,双湖东路南侧地块,70,挂牌出让,,10750,,2015,2015年12,2015年12月30日,54405,1.001.50,1,1.5,,建湖县城市建设投资有限公司,,,,,,,,,,,,,,2016年6月25日,2018年6月25日
5013,科教用地,盐城市,射阳县,江苏省射阳中学,开发区合东居委会五组,,划拨,,0,,2015,2015年12,2015年12月30日,1856,4.500.00,4.5,4.5,,江苏省射阳中学,,,,,,,,,,,,,,2016年10月31日,2018年10月30日
5014,中低价位、中小套型普通商品住房用地,盐城市,东台市,卢润民,富安镇东进路北侧,40.7,挂牌出让,,3040.29,,2015,2015年12,2015年12月29日,36630,1.001.50,1,1.5,,卢润民,,,,,,,,,,,,,,2016年10月29日,2018年10月29日
5015,工业用地,盐城市,阜宁县,江苏聚香缘食品有限公司,益林镇大余二组,50,挂牌出让,,106,,2015,2015年12,2015年12月29日,6667.49,1.001.50,1,1.5,,江苏聚香缘食品有限公司,,,,,,,,,,,,,,2016年7月17日,2017年7月17日
5016,工业用地,盐城市,阜宁县,阜宁明月金属材料加工有限公司,益林镇大余二组,50,挂牌出让,,246,,2015,2015年12,2015年12月29日,15550.02,0.701.20,0.7,1.2,,阜宁明月金属材料加工有限公司,,,,,,,,,,,,,,2016年7月17日,2017年7月17日
5017,工业用地,盐城市,阜宁县,阜宁凯盛不锈钢材料有限公司,益林镇大余七组,50,挂牌出让,,416,,2015,2015年12,2015年12月29日,26274.04,0.701.20,0.7,1.2,,阜宁凯盛不锈钢材料有限公司,,,,,,,,,,,,,,2016年7月17日,2017年7月17日
5018,工业用地,盐城市,阜宁县,阜宁欧佳铸造有限公司,益林镇大余二组,50,挂牌出让,,223,,2015,2015年12,2015年12月29日,14099.78,0.701.20,0.7,1.2,,阜宁鸥佳铸造有限公司,,,,,,,,,,,,,,2016年7月17日,2017年7月17日
5019,工业用地,盐城市,阜宁县,江苏万顺建材有限公司,澳洋工业园孙郑五组,50,挂牌出让,,53,,2015,2015年12,2015年12月29日,3234.38,0.802.00,0.8,2,,江苏万顺建材有限公司,,,,,,,,,,,,,,2016年7月17日,2017年7月17日
5020,工业用地,盐城市,阜宁县,江苏华龙鼎门业科研有限公司,开发区光明三、五组,50,挂牌出让,,1156,,2015,2015年12,2015年12月29日,75497.44,0.702.00,0.7,2,,江苏华龙鼎门业科研有限公司,,,,,,,,,,,,,,2016年7月17日,2017年7月17日
5021,仓储用地,盐城市,阜宁县,阜宁县协力机动车环保检测有限公司,现代服务园窑湾三组、顾庄四组,50,挂牌出让,,166,,2015,2015年12,2015年12月29日,9685.1,0.702.50,0.7,2.5,,阜宁县协力机动车环保检测有限公司,,,,,,,,,,,,,,2016年7月17日,2018年7月17日
5022,经济适用住房用地,盐城市,射阳县,江苏省淮海农场,淮海农场场部文化广场东侧,,划拨,,0,,2015,2015年12,2015年12月29日,6447.6,1.001.70,1,1.7,,江苏省淮海农场,,,,,,,,,,,,,,2016年8月12日,2018年8月10日
5023,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城市新鹏程房地产开发有限公司,盐城市亭湖区便仓镇便仓居委会六组,70,挂牌出让,,2009.0124,,2015,2015年12,2015年12月28日,32827,1.001.40,1,1.4,,盐城市新鹏程房地产开发有限公司,,,,,,,,,,,,,,2016年10月28日,2019年10月28日
5024,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,建港沟南侧、上海路东侧地块二,50,挂牌出让,,4230,,2015,2015年12,2015年12月28日,29196,1.001.50,1,1.5,,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2016年6月24日,2019年6月24日
5025,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,冠华东路南侧、上海路西侧地块,50,挂牌出让,,580,,2015,2015年12,2015年12月28日,2967,1.001.50,1,1.5,,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2016年6月24日,2019年6月24日
5026,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,大润发南侧地块,50,挂牌出让,,2600,,2015,2015年12,2015年12月28日,3668,1.001.50,1,1.5,,建湖县城市建设投资有限公司,,,,,,,,,,,,,,2016年6月24日,2019年6月24日
5027,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,颜阳路东、向阳西路北侧地块,50,挂牌出让,,4290,,2015,2015年12,2015年12月28日,32026,1.001.50,1,1.5,,建湖县欣盛建设投资有限公司,,,,,,,,,,,,,,2016年6月24日,2019年6月24日
5028,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,中医院南侧地块,50,挂牌出让,,3500,,2015,2015年12,2015年12月28日,4418,1.001.50,1,1.5,,建湖县城市建设投资有限公司,,,,,,,,,,,,,,2016年6月24日,2019年6月24日
5029,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,颜阳路东侧地块,50,挂牌出让,,3010,,2015,2015年12,2015年12月28日,27162,1.001.50,1,1.5,,建湖县欣盛建设投资有限公司,,,,,,,,,,,,,,2016年6月24日,2019年6月24日
5030,医卫慈善用地,盐城市,建湖县,建湖县第二人民医院整体搬迁项目,上冈镇南沙居委会二组,,划拨,,0,,2015,2015年12,2015年12月28日,41015,1.000.00,1,1,,建湖县第二人民医院,,,,,,,,,,,,,,2016年2月16日,2017年2月15日
5031,工业用地,盐城市,射阳县,北京四季大通投资集团射阳食品有限公司,射阳开发区兴阳路东侧洪宁食品公司北侧地块,50,挂牌出让,,351.2826,,2015,2015年12,2015年12月28日,20663.8,0.001.20,0,1.2,,北京四季大通投资集团射阳食品有限公司,,,,,,,,,,,,,,2016年8月31日,2018年8月30日
5032,商务金融用地,盐城市,盐城市本级,东方沿海商业、商务办公项目,盐城经济技术开发区新城街道阳光社区居委会,40,挂牌出让,,16320.525,,2015,2015年12,2015年12月25日,83695,0.002.60,0,2.6,,江苏沿海东方置业股份有限公司,,,,,,,,,,,,,,2016年4月25日,2018年4月25日
5033,批发零售用地,盐城市,盐都区,盐城新奥燃气有限公司,盐都区张庄街道办,40,挂牌出让,,2166.48,,2015,2015年12,2015年12月25日,8024,0.000.20,0,0.2,,盐城新奥燃气有限公司,,,,,,,,,,,,,,2016年10月25日,2018年10月24日
5034,公共设施用地,盐城市,盐都区,楼王莘野汽车客运站项目,盐都区楼王镇莘野村六组,,划拨,,0,,2015,2015年12,2015年12月25日,5132,0.000.00,0,1,,盐城市盐都区交通运输局,,,,,,,,,,,,,,2016年10月25日,2018年10月24日
5035,公路用地,盐城市,东台市,610省道东台至溱东段一期工程,东台市溱东镇,,划拨,,0,,2015,2015年12,2015年12月25日,1104210,0.001.00,0,1,,东台市交通局,,,,,,,,,,,,,,2016年9月25日,2018年9月25日
5036,工业用地,盐城市,响水县,江苏华洋力沃创客城控股有限公司,灌江路南侧、银海路东侧,50,挂牌出让,,1099,,2015,2015年12,2015年12月25日,80000,1.100.00,1.1,1.1,,江苏华洋力沃创客城控股有限公司,,,,,,,,,,,,,,2016年6月1日,2019年6月1日
