编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
2852,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月15日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2853,工业用地,徐州市,邳州市,风力发电邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月15日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2854,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月15日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2855,医卫慈善用地,徐州市,铜山区,榆庄村养老服务中心,新区街道办事处榆庄村,,划拨,,0,,2017,2017年12,2017年12月15日,13296,1,13296,铜山区民政局,,,,,,,,,,,,,,2018年12月15日,2020年12月15日
2856,经济适用住房用地,徐州市,铜山区,驿城村经济适用房,新区街道办事处驿城村,,划拨,,0,,2017,2017年12,2017年12月14日,8802,2.5,22005,铜山区经济适用房管理中心,,,,,,,,,,,,,,2018年12月14日,2020年12月14日
2857,工业用地,徐州市,邳州市,高档地板基材生产项目徐州江之源木制品有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,286.6,,2017,2017年12,2017年12月14日,19109.6,1,19109.6,徐州江之源木制品有限公司,,,,,,,,,,,,,,2018年3月3日,2019年3月3日
2858,工业用地,徐州市,丰县,绿源电动车江苏有限公司（2017-G23）,沛县经济开发区汉兴路东侧、曹参路南侧,45,挂牌,,336,,2017,2017年12,2017年12月13日,21014.8,0.7,14710.36,绿源电动车江苏有限公司,,,,,,,,,,,,,,2018年1月13日,2019年1月12日
2859,中低价位、中小套型普通商品住房用地,徐州市,丰县,杨口1-01D（丰县常丰能源有限公司2017-37）,北环路南，西环路东,其他商服用地40年，中低价位、中小套型普通商品住房用地70年,挂牌,,7450,,2017,2017年12,2017年12月13日,49556.9,2.5,123892.25,丰县常丰能源有限公司,,,,,,,,,,,,,,2019年3月13日,2022年3月12日
2860,中低价位、中小套型普通商品住房用地,徐州市,丰县,御苑新城西、白帝河南1-01区块（丰县常财置业有限公司2017-38）,白帝河南，西环路西,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,10312,,2017,2017年12,2017年12月13日,68613.6,2,137227.2,丰县常财置业有限公司,,,,,,,,,,,,,,2019年3月13日,2022年3月12日
2861,工业用地,徐州市,睢宁县,睢宁亚玛顿新能源有限公司建工业用地,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,20,,2017,2017年12,2017年12月13日,1322.94,1,1322.94,睢宁亚玛顿新能源有限公司,,,,,,,,,,,,,,2018年1月13日,2018年6月13日
2862,中低价位、中小套型普通商品住房用地,徐州市,丰县,御苑新城西、白帝河南1-02区块（丰县常财商贸有限公司2017-39）,白帝河南，西环路西,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,8664,,2017,2017年12,2017年12月13日,57644,2,115288,丰县常财商贸有限公司,,,,,,,,,,,,,,2019年3月13日,2022年3月12日
2863,中低价位、中小套型普通商品住房用地,徐州市,丰县,御苑新城西、白帝河南1-03区块（丰县常财商贸有限公司2017-40）,白帝河南，西环路西,其他商服用地40年，中低价位、中小套型普通商品住房用地70年,挂牌,,8532,,2017,2017年12,2017年12月13日,56757.2,2,113514.4,丰县常财商贸有限公司,,,,,,,,,,,,,,2019年3月13日,2022年3月12日
2864,中低价位、中小套型普通商品住房用地,徐州市,丰县,御苑新城西、白帝河南1-04区块（丰县常财商贸有限公司2017-41）,白帝河南，西环路西,其他商服用地40年，中低价位、中小套型普通商品住房用地70年,挂牌,,7834,,2017,2017年12,2017年12月13日,52109.6,2,104219.2,丰县常财商贸有限公司,,,,,,,,,,,,,,2019年3月13日,2022年3月12日
2865,机关团体用地,徐州市,铜山区,三堡街道胜阳村委会,三堡街道办事处胜阳村,,划拨,,0,,2017,2017年12,2017年12月13日,4800,1,4800,铜山区人民政府,,,,,,,,,,,,,,2018年12月13日,2020年12月13日
2866,中低价位、中小套型普通商品住房用地,徐州市,丰县,刘老家区块（徐州徐港置业有限公司2017-42）,南苑路南，经六路西,商务金融用地37年，中低价位、中小套型普通商品住房用地67年,挂牌,,5592,,2017,2017年12,2017年12月13日,32341.2,3,97023.6,徐州徐港置业有限公司,,,,,,,,,,,,,,2018年9月13日,2021年3月12日
2867,医卫慈善用地,徐州市,铜山区,郑集医疗卫生服务中心,郑集镇郑集村,,划拨,,0,,2017,2017年12,2017年12月13日,10045,1,10045,铜山区民政局,,,,,,,,,,,,,,2018年12月13日,2020年12月13日
2868,医卫慈善用地,徐州市,铜山区,二堡社区卫生服务中心,新区街道办事处二堡社区,,划拨,,0,,2017,2017年12,2017年12月13日,6012,1,6012,铜山区民政局,,,,,,,,,,,,,,2018年12月13日,2020年12月13日
2869,工业用地,徐州市,丰县,江苏派克斯特纤维素有限公司（2017-G24),沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,378,,2017,2017年12,2017年12月13日,23616.3,0.9,21254.67,江苏派克斯特纤维素有限公司,,,,,,,,,,,,,,2018年1月13日,2019年1月12日
2870,中低价位、中小套型普通商品住房用地,徐州市,丰县,杨口1-01A(丰县常鑫商贸有限公司2017-34）,北环路南，西环路东,其他商服用地40年，中低价位、中小套型普通商品住房用地70年,挂牌,,7242,,2017,2017年12,2017年12月13日,48173.3,2.5,120433.25,丰县常鑫商贸有限公司,,,,,,,,,,,,,,2019年3月13日,2022年3月12日
2871,中低价位、中小套型普通商品住房用地,徐州市,丰县,杨口1-01B（丰县常丰能源有限公司2017-35),北环路南，西环路东,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,7404,,2017,2017年12,2017年12月13日,49250.7,2.5,123126.75,丰县常丰能源有限公司,,,,,,,,,,,,,,2019年3月13日,2022年3月12日
2872,中低价位、中小套型普通商品住房用地,徐州市,丰县,杨口1-01C（丰县常鑫商贸有限公司2017-36）,北环路南，西环路东,其他商服用地40年，中低价位、中小套型普通商品住房用地70年,挂牌,,7304,,2017,2017年12,2017年12月13日,48583.2,2.5,121458,丰县常鑫商贸有限公司,,,,,,,,,,,,,,2019年3月13日,2022年3月12日
2873,工业用地,徐州市,睢宁县,徐州荣华新型建材有限公司建工业用地,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,288,,2017,2017年12,2017年12月12日,19134.81,2,38269.62,徐州荣华新型建材有限公司,,,,,,,,,,,,,,2018年1月12日,2018年2月12日
2874,科教用地,徐州市,铜山区,闸口村小学,大彭镇闸口村,,划拨,,0,,2017,2017年12,2017年12月12日,16670,1,16670,徐州市铜山区教育局,,,,,,,,,,,,,,2018年12月12日,2020年12月12日
2875,医卫慈善用地,徐州市,铜山区,房村养老服务中心,房村镇大沟里村,,划拨,,0,,2017,2017年12,2017年12月12日,17011,1,17011,徐州市铜山区民政局,,,,,,,,,,,,,,2018年12月12日,2020年12月12日
2876,医卫慈善用地,徐州市,铜山区,汉王镇西沿村卫生服务中心,汉王镇西沿村,,划拨,,0,,2017,2017年12,2017年12月12日,6286,1,6286,徐州市铜山区民政局,,,,,,,,,,,,,,2018年12月12日,2020年12月12日
2877,科教用地,徐州市,铜山区,黄集镇左庄村幼儿园,黄集镇左庄村,,划拨,,0,,2017,2017年12,2017年12月12日,6821,1,6821,徐州市铜山区教育局,,,,,,,,,,,,,,2018年12月12日,2020年12月12日
2878,科教用地,徐州市,铜山区,铜山区新区小学中心校,徐州高新区铜山街道办事处徐村村,,划拨,,0,,2017,2017年12,2017年12月12日,6667,1,6667,铜山区教育局,,,,,,,,,,,,,,2018年12月12日,2020年12月11日
2879,科教用地,徐州市,铜山区,张集镇小学中心校幼儿园,张集镇张集村,,划拨,,0,,2017,2017年12,2017年12月11日,9333,1,9333,铜山区教育局,,,,,,,,,,,,,,2018年12月11日,2020年12月11日
2880,医卫慈善用地,徐州市,铜山区,孙湾村养老服务中心,张集镇孙湾村,,划拨,,0,,2017,2017年12,2017年12月11日,14402,1,14402,铜山区民政局,,,,,,,,,,,,,,2018年12月11日,2020年12月11日
2881,医卫慈善用地,徐州市,铜山区,邓楼村卫生服务中心,张集镇邓楼村,,划拨,,0,,2017,2017年12,2017年12月11日,10078,1,10078,铜山区民政局,,,,,,,,,,,,,,2018年12月11日,2020年12月11日
2882,机关团体用地,徐州市,铜山区,徐州市铜山区国土资源局大许国土资源所,大许镇后王村,,划拨,,0,,2017,2017年12,2017年12月11日,1265,1,1265,徐州市铜山区国土资源局,,,,,,,,,,,,,,2018年12月11日,2020年12月11日
2883,科教用地,徐州市,新沂市,新沂市新安小学,市府路以北、临沭中路以东,,划拨,,0,,2017,2017年12,2017年12月8日,9501,2,19002,新沂市教育卫生资产经营管理有限公司,,,,,,,,,,,,,,2018年12月8日,2020年12月8日
2884,医卫慈善用地,徐州市,铜山区,茅村村卫生服务中心,茅村镇茅村村,,划拨,,0,,2017,2017年12,2017年12月8日,5006,1,5006,铜山区民政局,,,,,,,,,,,,,,2018年12月8日,2020年12月8日
2885,科教用地,徐州市,铜山区,茅村小学中心校幼儿园,茅村镇茅村村,,划拨,,0,,2017,2017年12,2017年12月8日,7208,1,7208,铜山区教育局,,,,,,,,,,,,,,2018年12月8日,2020年12月8日
2886,医卫慈善用地,徐州市,铜山区,徐村养老服务中心,三堡镇徐村村,,划拨,,0,,2017,2017年12,2017年12月8日,10260,1,10260,铜山区民政局,,,,,,,,,,,,,,2018年12月8日,2020年12月8日
2887,医卫慈善用地,徐州市,铜山区,龙亭村养老服务中心,三堡镇龙亭村,,划拨,,0,,2017,2017年12,2017年12月8日,42485,1,42485,铜山区民政局,,,,,,,,,,,,,,2018年12月8日,2020年12月8日
2888,科教用地,徐州市,铜山区,田河村小学校,棠张镇田河村,,划拨,,0,,2017,2017年12,2017年12月8日,36116,1,36116,铜山区教育局,,,,,,,,,,,,,,2018年12月8日,2020年12月8日
2889,医卫慈善用地,徐州市,铜山区,位河村养老服务中心,棠张镇位河村,,划拨,,0,,2017,2017年12,2017年12月8日,8138,1,8138,铜山区民政局,,,,,,,,,,,,,,2018年12月8日,2020年12月8日
2890,科教用地,徐州市,铜山区,位河村幼儿园,棠张镇位河村,,划拨,,0,,2017,2017年12,2017年12月8日,19718,1,19718,铜山区教育局,,,,,,,,,,,,,,2018年12月8日,2020年12月8日
2891,科教用地,徐州市,铜山区,铜山镇中心中学,铜山镇樵村村,,划拨,,0,,2017,2017年12,2017年12月8日,116668,1,116668,铜山区教育局,,,,,,,,,,,,,,2018年12月8日,2020年12月8日
2892,科教用地,徐州市,铜山区,滕寨村小学校,新区办事处滕寨村,,划拨,,0,,2017,2017年12,2017年12月8日,20858,1,20858,铜山区教育局,,,,,,,,,,,,,,2018年12月8日,2020年12月8日
2893,公共设施用地,徐州市,邳州市,南水北调东线一期刘山泵南水北调东线江苏水源有限责任公司,车辐山镇,,划拨,,0,,2017,2017年12,2017年12月8日,249366.25,,0,南水北调东线江苏水源有限责任公司,,,,,,,,,,,,,,2018年4月20日,2020年4月20日
2894,公共设施用地,徐州市,邳州市,南水北调东线一期邳州站南水北调东线江苏水源有限责任公司,八路镇房亭河南侧、徐洪河东侧,,划拨,,0,,2017,2017年12,2017年12月8日,248743,,0,南水北调东线江苏水源有限责任公司,,,,,,,,,,,,,,2018年3月8日,2020年3月8日
2895,公共设施用地,徐州市,邳州市,南水北调东线骆控南水北调东线江苏水源有限责任公司,车夫镇韩庄义河,,划拨,,0,,2017,2017年12,2017年12月8日,122145,,0,南水北调东线江苏水源有限责任公司,,,,,,,,,,,,,,2018年4月20日,2020年4月20日
2896,商务金融用地,徐州市,泉山区,徐州神农新科贸易发展有限公司立体停车场,中山北路1#立体停车场,40,协议,,255.61,,2017,2017年12,2017年12月7日,282.3,5.16,1456.668,徐州神农新科贸易发展有限公司,,,,,,,,,,,,,,2017年12月7日,2017年12月7日
2897,科教用地,徐州市,铜山区,八段村小学中心校,马坡镇前八段村,,划拨,,0,,2017,2017年12,2017年12月7日,10880,1,10880,铜山区教育局,,,,,,,,,,,,,,2018年12月7日,2020年12月7日
2898,科教用地,徐州市,铜山区,茅村镇中心中学,茅村镇茅村村,,划拨,,0,,2017,2017年12,2017年12月7日,20000,1,20000,铜山区教育局,,,,,,,,,,,,,,2018年12月7日,2020年12月7日
2899,工业用地,徐州市,邳州市,小型机械邳州市博睿投资管理有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,696.52,,2017,2017年12,2017年12月6日,42210.9,1,42210.9,邳州市博睿投资管理有限公司,,,,,,,,,,,,,,2018年5月8日,2020年5月8日
2900,医卫慈善用地,徐州市,铜山区,利国村养老服务中心,利国镇利国村,,划拨,,0,,2017,2017年12,2017年12月5日,13334,1,13334,徐州市铜山区民政局,,,,,,,,,,,,,,2018年12月5日,2020年12月5日
2901,科教用地,徐州市,铜山区,寄堡村小学校,利国镇寄堡村,,划拨,,0,,2017,2017年12,2017年12月5日,33335,1,33335,徐州市铜山区教育局,,,,,,,,,,,,,,2018年12月5日,2020年12月5日
2902,科教用地,徐州市,铜山区,冯王村幼儿园,刘集镇冯王村,,划拨,,0,,2017,2017年12,2017年12月5日,2956,1,2956,徐州市铜山区教育局,,,,,,,,,,,,,,2018年12月5日,2020年12月5日
2903,机关团体用地,徐州市,铜山区,西李村村委会,刘集镇西李村,,划拨,,0,,2017,2017年12,2017年12月5日,3333,1,3333,徐州市铜山区组织部,,,,,,,,,,,,,,2018年12月5日,2020年12月5日
2904,公共设施用地,徐州市,铜山区,柳泉镇公交车站,柳泉镇柳泉村,,划拨,,0,,2017,2017年12,2017年12月5日,2197,1,2197,柳泉镇人民政府,,,,,,,,,,,,,,2018年12月5日,2020年12月5日
2905,科教用地,徐州市,铜山区,苏家幼儿园,柳新镇苏家村,,划拨,,0,,2017,2017年12,2017年12月5日,3333,1,3333,铜山区教育局,,,,,,,,,,,,,,2018年12月5日,2020年12月5日
2906,科教用地,徐州市,铜山区,柳泉镇中心幼儿园,柳泉镇柳泉村,,划拨,,0,,2017,2017年12,2017年12月5日,3334,1,3334,徐州市铜山区教育局,,,,,,,,,,,,,,2018年12月5日,2020年12月5日
2907,公共设施用地,徐州市,铜山区,柳新农贸市场,柳新农贸市场,,划拨,,0,,2017,2017年12,2017年12月5日,13388,1,13388,柳新镇人民政府,,,,,,,,,,,,,,2018年12月5日,2020年12月5日
2908,机关团体用地,徐州市,铜山区,铜山区公安局柳新派出所营房建设,柳新派出所,,划拨,,0,,2017,2017年12,2017年12月5日,4667,1,4667,铜山区公安局,,,,,,,,,,,,,,2018年12月5日,2020年12月5日
2909,公共设施用地,徐州市,铜山区,柳新镇便民服务中心,柳新镇便民服务中心,,划拨,,0,,2017,2017年12,2017年12月5日,4667,1,4667,柳新镇人民政府,,,,,,,,,,,,,,2018年12月5日,2020年12月5日
2910,仓储用地,徐州市,睢宁县,徐州市圆和通物流有限公司建仓储用地,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,702,,2017,2017年12,2017年12月5日,46794.87,2,93589.74,徐州市圆和通物流有限公司,,,,,,,,,,,,,,2018年4月5日,2020年4月5日
2911,仓储用地,徐州市,睢宁县,徐州市圆和通物流有限公司建仓储用地,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,516,,2017,2017年12,2017年12月5日,34352.85,2,68705.7,徐州市圆和通物流有限公司,,,,,,,,,,,,,,2018年4月5日,2020年4月5日
2912,医卫慈善用地,徐州市,铜山区,大彭村养老服务中心,大彭镇大彭村,,划拨,,0,,2017,2017年12,2017年12月4日,40000,1,40000,徐州市铜山区民政局,,,,,,,,,,,,,,2018年12月4日,2020年12月4日
2913,科教用地,徐州市,铜山区,程庄村中心小学,大彭镇程庄村,,划拨,,0,,2017,2017年12,2017年12月4日,13333,1,13333,徐州市铜山区教育局,,,,,,,,,,,,,,2018年12月4日,2020年12月4日
2914,科教用地,徐州市,铜山区,田巷村小学,大彭镇田巷村,,划拨,,0,,2017,2017年12,2017年12月4日,10302,1,10302,徐州市铜山区教育局,,,,,,,,,,,,,,2018年12月4日,2020年12月4日
2915,科教用地,徐州市,铜山区,伊庄镇中心幼儿园,伊庄镇伊庄村,,划拨,,0,,2017,2017年12,2017年12月4日,6661,0.45,2997.45,徐州市铜山区伊庄镇小学中心校,,,,,,,,,,,,,,2018年12月4日,2020年12月4日
2916,科教用地,徐州市,铜山区,周棚村幼儿园,大彭镇周棚村,,划拨,,0,,2017,2017年12,2017年12月4日,6667,1,6667,徐州市铜山区教育局,,,,,,,,,,,,,,2018年12月4日,2020年12月4日
2917,医卫慈善用地,徐州市,铜山区,周棚村卫生服务中心,大彭镇周棚村,,划拨,,0,,2017,2017年12,2017年12月4日,7361,1,7361,徐州市铜山区民政局,,,,,,,,,,,,,,2018年12月4日,2020年12月4日
2918,医卫慈善用地,徐州市,铜山区,汉王镇养老服务中心,汉王镇东沿村虎腰村,,划拨,,0,,2017,2017年12,2017年12月4日,33346,1,33346,徐州市铜山区民政局,,,,,,,,,,,,,,2018年12月4日,2020年12月4日
