编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
5166,公园与绿地,徐州市,铜山区,公共道路绿化,铜山镇二堡村,,划拨,,0,,2015,2015年5月,2015年5月4日,385.73,,0,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5167,公园与绿地,徐州市,铜山区,公共道路绿化,铜山镇驿城村,,划拨,,0,,2015,2015年5月,2015年5月4日,459.82,,0,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5168,公园与绿地,徐州市,铜山区,公共道路绿化,铜山镇驿城村,,划拨,,0,,2015,2015年5月,2015年5月4日,882,,0,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5169,公园与绿地,徐州市,铜山区,公共道路绿化,铜山镇驿城村,,划拨,,0,,2015,2015年5月,2015年5月4日,216,,0,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5170,公园与绿地,徐州市,铜山区,公共道路绿化,铜山镇驿城村,,划拨,,0,,2015,2015年5月,2015年5月4日,6414,,0,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5171,公园与绿地,徐州市,铜山区,公共道路绿化,大许镇东探村,,划拨,,0,,2015,2015年5月,2015年5月4日,260,,0,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5172,公园与绿地,徐州市,铜山区,公共道路绿化,伊庄镇牛楼村、洪山村,,划拨,,0,,2015,2015年5月,2015年5月4日,4428.3,,0,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5173,公园与绿地,徐州市,铜山区,公共道路绿化,利国镇利国村、墓山村,,划拨,,0,,2015,2015年5月,2015年5月4日,5879,,0,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5174,科教用地,徐州市,泉山区,泉山区文化教育体育局泉山区阿尔卡迪小区以东纺织路以西和平路西延段以北阿尔卡迪小学项目,泉山区阿尔卡迪小区以东，纺织路以西，和平路西延段以北,,划拨,,0,,2015,2015年5月,2015年5月4日,6652,1.4,9312.8,泉山区文化教育体育局,,,,,,,,,,,,,,2015年11月4日,2017年5月4日
5175,公园与绿地,徐州市,铜山区,公共道路绿化,铜山镇滕寨村,,划拨,,0,,2015,2015年5月,2015年5月4日,1801,,0,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5176,公园与绿地,徐州市,铜山区,公共道路绿化,三堡镇潘楼村,,划拨,,0,,2015,2015年5月,2015年5月4日,823,,0,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5177,公园与绿地,徐州市,铜山区,公共道路绿化,利国镇马山村,,划拨,,0,,2015,2015年5月,2015年5月4日,1575,,0,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5178,公园与绿地,徐州市,铜山区,公共道路绿化,三堡镇麦楼村,,划拨,,0,,2015,2015年5月,2015年5月4日,8861,,0,铜山区园林局,,,,,,,,,,,,,,2015年8月1日,2017年8月1日
5179,公园与绿地,徐州市,铜山区,公共道路绿化,铜山镇驿城村,,划拨,,0,,2015,2015年5月,2015年5月4日,1066.09,,0,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5180,公园与绿地,徐州市,铜山区,公共道路绿化,茅村镇茅村村,,划拨,,0,,2015,2015年5月,2015年5月4日,2243,,0,铜山区园林局,,,,,,,,,,,,,,2015年11月1日,2017年11月1日
5181,机关团体用地,徐州市,云龙区,徐州市公安局云龙区房亭河北侧、民祥园西侧店子派出所项目,云龙区房亭河北侧、民祥园西侧,,划拨,,0,,2015,2015年4月,2015年4月30日,1898,1,1898,徐州市公安局,,,,,,,,,,,,,,2015年10月30日,2017年4月30日
5182,医卫慈善用地,徐州市,沛县,沛县杨屯镇卫生院新建沛县杨屯卫生院工程,杨屯镇新镇区北辰大道北侧,,划拨,,0,,2015,2015年4月,2015年4月29日,16676,1.6,26681.6,沛县杨屯镇卫生院,,,,,,,,,,,,,,2015年10月29日,2017年10月29日
5183,经济适用住房用地,徐州市,睢宁县,睢宁县经济适用住房发展中心建经济适用房,南环路北侧、睢邱路西侧,,划拨,,0,,2015,2015年4月,2015年4月29日,59556.21,1.61,95885.4981,睢宁县经济适用住房发展中心,,,,,,,,,,,,,,2015年6月29日,2016年6月29日
5184,高档住宅用地,徐州市,睢宁县,程小恺建住宅用地,中山路西、永昶路北,70,挂牌,,2020,,2015,2015年4月,2015年4月28日,8036.73,1.05,8438.5665,程小恺,,,,,,,,,,,,,,2015年11月28日,2017年4月28日
5185,其他商服用地,徐州市,邳州市,新春兴研发大楼,邳新路北侧、陇海大道东侧,40,挂牌,,1932,,2015,2015年4月,2015年4月27日,10735.87,4.5,48311.415,邳州市高新技术产业园经发建设有限公司,,,,,,,,,,,,,,2015年5月15日,2017年5月15日
5186,其他商服用地,徐州市,邳州市,杰斯特商业楼,春兴路北侧、炮车大道西侧,40,挂牌,,9026.1,,2015,2015年4月,2015年4月27日,66862.13,4.5,300879.585,邳州市高新技术产业园经发建设有限公司,,,,,,,,,,,,,,2015年5月15日,2017年5月15日
5187,其他商服用地,徐州市,邳州市,张圈村用地项目,270省道东侧、张圈村内,40,挂牌,,601.8,,2015,2015年4月,2015年4月27日,6687.17,4.5,30092.265,邳州市高新技术产业园经发建设有限公司,,,,,,,,,,,,,,2015年5月15日,2017年5月15日
5188,其他商服用地,徐州市,邳州市,红卫村用地项目,邳新路北侧、红卫村内,40,挂牌,,728.4,,2015,2015年4月,2015年4月27日,8092.8,4.5,36417.6,邳州市高新技术产业园经发建设有限公司,,,,,,,,,,,,,,2015年5月15日,2017年5月15日
5189,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,睢宁金以德房地产开发有限公司建商住用地,城北中学东、永安路南,70,挂牌,,10610,,2015,2015年4月,2015年4月23日,70000,3,210000,睢宁金以德房地产开发有限公司,,,,,,,,,,,,,,2015年11月23日,2018年4月23日
5190,工业用地,徐州市,睢宁县,徐州正隆皮革有限公司建工业用地,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,582,,2015,2015年4月,2015年4月22日,43053.42,1.5,64580.13,徐州正隆皮革有限公司,,,,,,,,,,,,,,2015年7月22日,2017年4月22日
5191,其他商服用地,徐州市,睢宁县,睢宁八里商业城管理有限公司建商业用地,徐淮路北、渭河东路东,40,挂牌,,2834,,2015,2015年4月,2015年4月22日,21656.34,2.2,47643.948,睢宁八里商业城管理有限公司,,,,,,,,,,,,,,2015年11月22日,2017年4月22日
5192,医卫慈善用地,徐州市,新沂市,新沂市人民医院迁建工程,新沂市新安街道人民路北、新华路东侧。,,划拨,,0,,2015,2015年4月,2015年4月22日,25704,2,51408,新沂市人民医院,,,,,,,,,,,,,,2015年6月22日,2016年6月22日
5193,公共设施用地,徐州市,新沂市,新沂市公安消防大队轻工路消防站,新沂市新安街道轻工路东侧、新安路南侧,,划拨,,0,,2015,2015年4月,2015年4月22日,4632,1.5,6948,新沂市公安消防大队,,,,,,,,,,,,,,2015年6月22日,2016年6月22日
5194,公共设施用地,徐州市,新沂市,新沂供电公司石涧（高流）输变电工程,新沂市高流镇夏塘村,,划拨,,0,,2015,2015年4月,2015年4月22日,4266,1,4266,江苏省电力公司新沂市供电公司,,,,,,,,,,,,,,2015年6月22日,2016年6月22日
5195,公共设施用地,徐州市,丰县,自来水供水服务中心,人防办东，阳光康桥小区西,,划拨,,0,,2015,2015年4月,2015年4月20日,5340.91,1.5,8011.365,丰县自来水公司,,,,,,,,,,,,,,2015年6月20日,2017年6月19日
5196,中低价位、中小套型普通商品住房用地,徐州市,贾汪区,徐州市泉城房地产开发有限公司,贾汪区东方路东侧、贾汴路南侧,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,2547,,2015,2015年4月,2015年4月20日,24253,1.8,43655.4,徐州市泉城房地产开发有限公司,,,,,,,,,,,,,,2016年1月1日,2017年12月31日
5197,仓储用地,徐州市,睢宁县,睢宁县邱集镇王林粮管所建仓储用地,沛县经济开发区汉兴路东侧、曹参路南侧,,划拨,,0,,2015,2015年4月,2015年4月20日,4052.24,1.79,7253.5096,睢宁县邱集镇王林粮管所,,,,,,,,,,,,,,2015年6月20日,2016年6月20日
5198,中低价位、中小套型普通商品住房用地,徐州市,贾汪区,徐州市泉城房地产开发有限公司,贾汪区鸿福路南侧、桃园路东侧,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,2652,,2015,2015年4月,2015年4月17日,25256,2.4,60614.4,徐州市泉城房地产开发有限公司,,,,,,,,,,,,,,2016年1月1日,2017年12月31日
5199,中低价位、中小套型普通商品住房用地,徐州市,沛县,沛县中金置业投资有限公司建卢卡庄园,沛县经济开发区台州路南侧、汉兴路东侧、韩信路北侧,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,154,,2015,2015年4月,2015年4月16日,516,2.2,1135.2,沛县中金置业投资有限公司,,,,,,,,,,,,,,2015年10月16日,2018年10月16日
5200,中低价位、中小套型普通商品住房用地,徐州市,沛县,沛县中金置业投资有限公司建卢卡庄园,沛县经济开发区汉玉路西侧、台州路北侧、汉兴路东侧,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,1414,,2015,2015年4月,2015年4月16日,4711,2.2,10364.2,沛县中金置业投资有限公司,,,,,,,,,,,,,,2015年10月16日,2018年10月16日
5201,中低价位、中小套型普通商品住房用地,徐州市,沛县,沛县中金置业投资有限公司建卢卡庄园,沛县经济开发区台州路南侧、汉兴路东侧、韩信路北侧,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,1302,,2015,2015年4月,2015年4月16日,4339,2.2,9545.8,沛县中金置业投资有限公司,,,,,,,,,,,,,,2015年10月16日,2018年10月16日
5202,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,徐州万国房地产开发有限公司建商住（定销房）用地,永安路北、规划文学路西,69,挂牌,,5080,,2015,2015年4月,2015年4月15日,56254.24,1.32,74255.5968,徐州万国房地产开发有限公司,,,,,,,,,,,,,,2015年11月15日,2016年4月15日
5203,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,徐州万国房地产开发有限公司建商住（定销房）用地,永安路北、规划文学路西,70,挂牌,,5210,,2015,2015年4月,2015年4月15日,57005.34,1.8,102609.612,徐州万国房地产开发有限公司,,,,,,,,,,,,,,2015年11月15日,2017年4月15日
5204,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,徐州万国房地产开发有限公司建商住（定销房）用地,新城路北、规划环东路东,70,挂牌,,2885,,2015,2015年4月,2015年4月15日,31344.25,2.3,72091.775,徐州万国房地产开发有限公司,,,,,,,,,,,,,,2015年11月15日,2017年4月15日
5205,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,徐州万国房地产开发有限公司建商住（定销房）用地,新城路北、规划环东路西,70,挂牌,,3585,,2015,2015年4月,2015年4月15日,38676.61,2.3,88956.203,徐州万国房地产开发有限公司,,,,,,,,,,,,,,2015年11月15日,2017年4月15日
5206,其他商服用地,徐州市,睢宁县,江苏佳沐房地产开发有限公司建商业用地,双沟镇双塔路东、接碱河南,40,挂牌,,2100,,2015,2015年4月,2015年4月14日,25438.89,2,50877.78,江苏佳沐房地产开发有限公司,,,,,,,,,,,,,,2016年1月14日,2018年4月14日
5207,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,江苏盛志置业集团有限公司建商住用地,双沟镇104国道北、新华东路南,70,挂牌,,1085,,2015,2015年4月,2015年4月14日,14411.46,2.2,31705.212,江苏盛志置业集团有限公司,,,,,,,,,,,,,,2016年1月14日,2018年4月14日
5208,其他商服用地,徐州市,睢宁县,江苏佳沐房地产开发有限公司建商业用地,双沟镇104国道北、双沟医院东,40,挂牌,,1220,,2015,2015年4月,2015年4月14日,16666.41,1.7,28332.897,江苏佳沐房地产开发有限公司,,,,,,,,,,,,,,2015年11月14日,2018年4月14日
5209,公共设施用地,徐州市,沛县,沛县公安消防大队沛县特勤消防站工程,沛县新城区张良路南侧、红光路西侧,,划拨,,0,,2015,2015年4月,2015年4月14日,9840,1,9840,沛县公安消防大队,,,,,,,,,,,,,,2015年10月14日,2017年10月14日
5210,其他商服用地,徐州市,睢宁县,江苏盛志置业集团有限公司建商业用地,双沟镇104国道北、双塔路东,40,挂牌,,3345,,2015,2015年4月,2015年4月14日,40484.75,2.5,101211.875,江苏盛志置业集团有限公司,,,,,,,,,,,,,,2015年11月14日,2018年4月14日
5211,中低价位、中小套型普通商品住房用地,徐州市,贾汪区,徐州市贾汪城市建设投资有限公司,贾汪区新华路加气站东侧、原铁路货场西侧,70,挂牌,,310,,2015,2015年4月,2015年4月13日,5903,1.4,8264.2,徐州市贾汪城市建设投资有限公司,,,,,,,,,,,,,,2016年1月1日,2017年12月31日
5212,中低价位、中小套型普通商品住房用地,徐州市,贾汪区,徐州市贾汪城市建设投资有限公司,贾汪区星光花园一期南侧、原综合厂北侧,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,1331,,2015,2015年4月,2015年4月13日,29563,1.5,44344.5,徐州市贾汪城市建设投资有限公司,,,,,,,,,,,,,,2016年1月1日,2017年12月31日
5213,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,徐州吉盛置业有限公司建商住用地,双沟镇104国道南侧、双塔路东,70,挂牌,,850,,2015,2015年4月,2015年4月13日,13272.02,1.7,22562.434,徐州吉盛置业有限公司,,,,,,,,,,,,,,2015年11月13日,2018年4月13日
5214,经济适用住房用地,徐州市,新沂市,新沂市经济适用住房发展中心玫瑰家园,新沂市新安街道新南社区轻工路西、五华路北侧。,,划拨,,0,,2015,2015年4月,2015年4月13日,20273,2.5,50682.5,新沂市经济适用住房发展中心,,,,,,,,,,,,,,2015年6月13日,2016年5月13日
5215,经济适用住房用地,徐州市,新沂市,新沂市经济适用住房发展中心怡东花园,新沂市北沟街道徐海路北、黄沭路西侧。,,划拨,,0,,2015,2015年4月,2015年4月13日,33330,2,66660,新沂市经济适用住房发展中心,,,,,,,,,,,,,,2015年6月13日,2017年6月13日
5216,经济适用住房用地,徐州市,新沂市,新沂市城投置业有限公司四季花城一期工程,新沂市新安街道新南社区马陵山路南、上海路东侧。,,划拨,,0,,2015,2015年4月,2015年4月13日,61917,2.5,154792.5,新沂市城投置业有限公司,,,,,,,,,,,,,,2015年6月13日,2018年6月13日
5217,公共设施用地,徐州市,云龙区,淮海水利委员会沂沭泗水利管理局新城区昆仑大道以南、明正路以东南水北调管理设施及巡测基地(剩余部分),新城区昆仑大道以南、明正路以东,,划拨,,0,,2015,2015年4月,2015年4月13日,1645,,0,淮海水利委员会沂沭泗水利管理局,,,,,,,,,,,,,,2015年10月13日,2017年4月13日
5218,医卫慈善用地,徐州市,铜山区,铜山区卫生局拾屯社区卫生服务中心,铜山区拾屯街道办事处杨屯中学北侧、天齐路东侧,,划拨,,,,2015,2015年4月,2015年4月8日,8433,1.2,10119.6,铜山区卫生局,,,,,,,,,,,,,,2015年10月13日,2017年10月13日
5219,中低价位、中小套型普通商品住房用地,徐州市,铜山区,徐州铁矿集团有限公司,利国镇镇区,70,挂牌,,1385,,2015,2015年4月,2015年4月7日,18469.5,1.3,24010.35,徐州铁矿集团有限公司,,,,,,,,,,,,,,2015年10月7日,2017年10月7日
5220,中低价位、中小套型普通商品住房用地,徐州市,铜山区,李为官,大许镇太山村,70,挂牌,,135,,2015,2015年4月,2015年4月7日,1275,1.8,2295,李为官,,,,,,,,,,,,,,2015年10月7日,2017年10月7日
5221,街巷用地,徐州市,铜山区,徐州苏家客运服务有限公司,柳新镇苏家村,50,挂牌,,86,,2015,2015年4月,2015年4月7日,3333,1.4,4666.2,徐州苏家客运服务有限公司,,,,,,,,,,,,,,2015年10月7日,2017年10月7日
5222,中低价位、中小套型普通商品住房用地,徐州市,铜山区,徐州铁矿集团有限公司,利国镇镇区,70,挂牌,,1594,,2015,2015年4月,2015年4月7日,21244,1.3,27617.2,徐州铁矿集团有限公司,,,,,,,,,,,,,,2015年10月7日,2017年10月7日
5223,仓储用地,徐州市,铜山区,徐州梓崴工程机械有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,231,,2015,2015年4月,2015年4月7日,9861,1.2,11833.2,徐州梓崴工程机械有限公司,,,,,,,,,,,,,,2015年10月7日,2017年10月7日
5224,其他商服用地,徐州市,铜山区,徐州大丰置业有限公司,大学路东,70,挂牌,,7448,,2015,2015年4月,2015年4月7日,44719,1.6,71550.4,徐州大丰置业有限公司,,,,,,,,,,,,,,2015年10月7日,2017年10月7日
5225,工业用地,徐州市,铜山区,徐州正鑫集团鹰山水泥有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,693,,2015,2015年4月,2015年4月7日,41993,1,41993,徐州正鑫集团鹰山水泥有限公司,,,,,,,,,,,,,,2015年10月7日,2017年10月7日
5226,工业用地,徐州市,铜山区,徐州康腾传动科技发展有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,855,,2015,2015年4月,2015年4月7日,51801,1,51801,徐州康腾传动科技发展有限公司,,,,,,,,,,,,,,2015年10月7日,2017年10月7日
5227,其他商服用地,徐州市,睢宁县,睢宁县润企投资有限公司建商服用地,下邳大道北、白塘河东,40,挂牌,,3630,,2015,2015年4月,2015年4月3日,33351.86,1.5,50027.79,睢宁县润企投资有限公司,,,,,,,,,,,,,,2015年11月3日,2017年4月3日
5228,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,徐州吉盛置业有限公司建商住用地,双沟镇104国道南侧、双塔路西侧,69,挂牌,,2200,,2015,2015年4月,2015年4月3日,34481.07,1.7,58617.819,徐州吉盛置业有限公司,,,,,,,,,,,,,,2015年11月3日,2018年4月3日
5229,其他商服用地,徐州市,泉山区,徐州市信泰置业有限公司、徐州市永宁汽车城管理有限公司(江苏永宁实业投资集团有限公司)泉山区华美电厂北侧地块商服项目,徐丰公路西，经一路东,40,挂牌,,8433,,2015,2015年4月,2015年4月3日,153085,1.2,183702,徐州市信泰置业有限公司、徐州市永宁汽车城管理有限公司,,,,,,,,,,,,,,2016年4月3日,2018年4月3日
5230,其他商服用地,徐州市,睢宁县,睢宁县嘉实房地产开发有限公司建商住用地,中山北路东、永安路北,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,16735,,2015,2015年4月,2015年4月2日,82028.26,2.3,188664.998,睢宁县嘉实房地产开发有限公司,,,,,,,,,,,,,,2015年11月2日,2018年4月2日
5231,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,江苏展源置业发展有限公司建商住用地,双沟镇104国道南、台湾街东,70,挂牌,,1670,,2015,2015年4月,2015年4月2日,22209.6,2,44419.2,江苏展源置业发展有限公司,,,,,,,,,,,,,,2015年11月2日,2016年4月2日
5232,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,徐州正祺房地产开发有限公司建商住用地,凌城镇徐淮路北、文苑路东,70,挂牌,,415,,2015,2015年3月,2015年3月31日,7057.41,1.6,11291.856,徐州正祺房地产开发有限公司,,,,,,,,,,,,,,2015年10月31日,2017年3月31日
5233,新闻出版用地,徐州市,丰县,顺河广播电视站,顺河镇顺欣路西侧，顺昌路南侧,,划拨,,0,,2015,2015年3月,2015年3月30日,208.31,0.7,145.817,丰县广播电视信息网络有限公司,,,,,,,,,,,,,,2015年9月30日,2016年9月29日
5234,新闻出版用地,徐州市,丰县,王沟广播电视站,王沟镇丰王路南侧,,划拨,,0,,2015,2015年3月,2015年3月30日,1014.54,0.7,710.178,丰县广播电视信息网络有限公司,,,,,,,,,,,,,,2015年9月30日,2016年9月29日
5235,工业用地,徐州市,邳州市,年产3万套实木家具（徐州欧美国林人造板有限公司）,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,517.8,,2015,2015年3月,2015年3月30日,34517.13,1,34517.13,徐州欧美国林人造板有限公司,,,,,,,,,,,,,,2015年5月1日,2016年5月1日
5236,新闻出版用地,徐州市,丰县,赵庄广播电视站,赵庄镇汉皇路东侧、省道321北侧,,划拨,,0,,2015,2015年3月,2015年3月30日,1406.3,0.7,984.41,丰县广播电视信息网络有限公司,,,,,,,,,,,,,,2015年9月30日,2016年9月29日
5237,新闻出版用地,徐州市,丰县,范楼广播电视站,范楼镇长顺路南侧、县道308（范大线）西侧,,划拨,,0,,2015,2015年3月,2015年3月30日,1581.36,0.7,1106.952,丰县广播电视信息网络有限公司,,,,,,,,,,,,,,2015年9月30日,2016年9月29日
5238,新闻出版用地,徐州市,丰县,大沙河广播电视站,大沙河镇宁兴路东侧，果都路南侧,,划拨,,0,,2015,2015年3月,2015年3月30日,613.93,0.7,429.751,丰县广播电视信息网络有限公司,,,,,,,,,,,,,,2015年9月30日,2016年9月29日
5239,新闻出版用地,徐州市,丰县,常店广播电视站,常店镇大同路南侧，省道254东侧,,划拨,,0,,2015,2015年3月,2015年3月30日,730.26,0.7,511.182,丰县广播电视信息网络有限公司,,,,,,,,,,,,,,2015年9月30日,2016年9月29日
5240,新闻出版用地,徐州市,丰县,首羡广播电视站,首羡镇青年路东侧、县道301【欢首线）北侧,,划拨,,0,,2015,2015年3月,2015年3月30日,733.06,0.7,513.142,丰县广播电视信息网络有限公司,,,,,,,,,,,,,,2015年9月29日,2016年9月28日
5241,经济适用住房用地,徐州市,丰县,城市投资（御苑新城一期）,西环路东、白衣河路南侧,,划拨,,0,,2015,2015年3月,2015年3月30日,70906.14,1.8,127631.052,丰县城市投资发展有限公司,,,,,,,,,,,,,,2015年12月30日,2018年12月29日
5242,新闻出版用地,徐州市,丰县,孙楼广播电视站,孙楼镇青年路北侧，金山路西侧,,划拨,,0,,2015,2015年3月,2015年3月30日,108.73,0.7,76.111,丰县广播电视信息网络有限公司,,,,,,,,,,,,,,2015年6月30日,2016年6月29日
5243,新闻出版用地,徐州市,丰县,师寨广播电视站,师寨中心市场北，县道204（欢凤线）西侧,,划拨,,0,,2015,2015年3月,2015年3月30日,470.3,0.7,329.21,丰县广播电视信息网络有限公司,,,,,,,,,,,,,,2015年9月30日,2016年9月29日
5244,新闻出版用地,徐州市,丰县,梁寨广播电视站,梁寨镇滨河路北侧、县道202（鹿梁线）西侧,,划拨,,0,,2015,2015年3月,2015年3月30日,1362.62,0.7,953.834,丰县广播电视信息网络有限公司,,,,,,,,,,,,,,2015年9月30日,2016年9月29日
5245,其他商服用地,徐州市,泉山区,徐州山水汇邻湾商业管理有限公司泉山区永嘉太阳城北侧地块商服项目,三环南路南，永嘉太阳城北,40,挂牌,,4127,,2015,2015年3月,2015年3月27日,18073,3.6,65062.8,徐州山水汇邻湾商业管理有限公司,,,,,,,,,,,,,,2016年3月27日,2017年9月27日
5246,商务金融用地,徐州市,泉山区,徐州市新盛建设发展投资有限公司泉山区凤鸣路早餐点项目,凤鸣路南侧，徐工技校北侧,40,挂牌,,1288,,2015,2015年3月,2015年3月27日,2942,1.6,4707.2,徐州市新盛建设发展投资有限公司,,,,,,,,,,,,,,2016年3月27日,2017年3月27日
5247,工业用地,徐州市,鼓楼区,徐州市新水国有资产经营有限责任公司徐州经济技术开发区三环北路东延南侧地块公共设施项目,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,720,,2015,2015年3月,2015年3月27日,18570.8,0.2,3714.16,徐州市新水国有资产经营有限责任公司,,,,,,,,,,,,,,2016年3月27日,2016年9月27日
5248,批发零售用地,徐州市,泉山区,中国石化销售有限公司江苏徐州石油分公司泉山区盛世嘉园西侧商服用地(加油站)项目,三环南路北，盛世嘉园西,40,挂牌,,1500,,2015,2015年3月,2015年3月27日,3385,0.4,1354,中国石化销售有限公司江苏徐州石油分公司,,,,,,,,,,,,,,2016年3月27日,2017年3月27日
5249,工业用地,徐州市,邳州市,鉰料加工（邳州市小河科技发展有限公司）,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,63.7,,2015,2015年3月,2015年3月27日,4247.65,1,4247.65,邳州市小河科技发展有限公司,,,,,,,,,,,,,,2015年4月6日,2016年4月6日
5250,其他商服用地,徐州市,贾汪区,徐州市贾汪区微山鑫商贸有限公司,贾汪区206国道西侧、民和苑小区北侧,40,挂牌,,252,,2015,2015年3月,2015年3月25日,861,1.6,1377.6,徐州市贾汪区微山鑫商贸有限公司,,,,,,,,,,,,,,2015年3月25日,2015年3月25日
5251,中低价位、中小套型普通商品住房用地,徐州市,贾汪区,徐州市贾汪城市建设投资有限公司,贾汪区前委路北侧、聚龙官邸南侧,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,202,,2015,2015年3月,2015年3月24日,686,1.8,1234.8,徐州市贾汪城市建设投资有限公司,,,,,,,,,,,,,,2015年6月1日,2017年5月31日
5252,公共租赁住房用地,徐州市,云龙区,徐州康乐房屋开发经营公司云龙区三八河以南城镇住宅项目(定销房),云龙区三八河以南、民富路以北、学院路以东，原云龙工业园内,70,协议,,1043.8424,,2015,2015年3月,2015年3月24日,12466,2.1,26178.6,徐州康乐房屋开发经营公司,,,,,,,,,,,,,,2016年3月24日,2017年3月24日
5253,其他商服用地,徐州市,贾汪区,徐州市新盛兴潘旅游文化发展有限公司,贾汪区潘安湖办事处西段庄村,40,挂牌,,10205,,2015,2015年3月,2015年3月20日,68032,0.5,34016,徐州市新盛兴潘旅游文化发展有限公司,,,,,,,,,,,,,,2015年12月1日,2017年11月30日
5254,其他商服用地,徐州市,贾汪区,徐州海泰工程机械设备有限公司,贾汪区洪西路北侧、原规划局,40,挂牌,,387,,2015,2015年3月,2015年3月20日,2678,1.5,4017,徐州海泰工程机械设备有限公司,,,,,,,,,,,,,,2015年3月20日,2015年3月20日
5255,工业用地,徐州市,沛县,徐州国宏包装有限公司年产6000万套阻燃型无纺布制品项目,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,401,,2015,2015年3月,2015年3月20日,32937,1.5,49405.5,徐州国宏包装有限公司,,,,,,,,,,,,,,2015年9月20日,2017年9月20日
5256,工业用地,徐州市,沛县,徐州春光纺织有限公司二期扩建项目,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,159,,2015,2015年3月,2015年3月20日,13201,1.2,15841.2,徐州春光纺织有限公司,,,,,,,,,,,,,,2015年7月20日,2017年7月20日
5257,其他商服用地,徐州市,贾汪区,江苏苏北花卉股分有限公司,贾汪区206国道西侧、原教育局北侧,40,挂牌,,604,,2015,2015年3月,2015年3月20日,4174,1.5,6261,江苏苏北花卉股份有限公司,,,,,,,,,,,,,,2015年3月20日,2015年3月20日
5258,其他商服用地,徐州市,贾汪区,徐州润本置业有限公司,贾汪区前委路南侧、原人保局西侧,40,挂牌,,366,,2015,2015年3月,2015年3月19日,1937,3,5811,徐州润本置业有限公司,,,,,,,,,,,,,,2015年12月1日,2017年11月30日
5259,其他商服用地,徐州市,贾汪区,徐州苏沭商贸有限公司,贾汪区团结路北侧,40,挂牌,,172,,2015,2015年3月,2015年3月18日,912,3.5,3192,徐州苏沭商贸有限公司,,,,,,,,,,,,,,2015年3月18日,2015年3月18日
5260,商务金融用地,徐州市,丰县,天成房地产（总部经济A-04）,丰县中阳大道北、经九路西,40,挂牌,,353,,2015,2015年3月,2015年3月17日,3279.69,3.5,11478.915,丰县天成房地产开发有限公司,,,,,,,,,,,,,,2015年9月17日,2018年9月16日
