编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
99,工业用地,徐州市,沛县,徐州汉之根建设发展有限公司建设江苏精益厂房与附属设施,安国镇汉兴路南侧、陈平路西侧,50,挂牌,,355,,,,2020年4月29日,1.2896,0.701.20,,徐州汉之根建设发展有限公司?,,,,,,,,,,,,,,2020年10月29日,2021年10月28日
100,工业用地,徐州市,铜山县,江苏福瑞徳智能科技有限公司2020（高新）-17号工业用地,北横四路北,40,挂牌,,1000,,,,2020年4月29日,4.412521,1.000.00,,江苏福瑞徳智能科技有限公司?,,,,,,,,,,,,,,2020年10月29日,2023年10月29日
101,工业用地,徐州市,新沂市,新沂佳新金属实业有限公司（佳新仓储物流服务中心项目）,新安街道狄湖路以东、电商园以南地块,30,挂牌,,50,,,,2020年4月29日,0.3422,0.701.20,,新沂佳新金属实业有限公司?,,,,,,,,,,,,,,2020年11月26日,2021年11月26日
102,工业用地,徐州市,铜山县,徐州高新技术产业开发区国有资产经营有限公司2020（高新）-11号工业用地,电厂北路北、横三路南,40,挂牌,,682,,,,2020年4月28日,2.271388,1,,徐州高新技术产业开发区国有资产经营有限公司?,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
103,工业用地,徐州市,铜山县,徐州高新技术产业开发区鸿新建设管理有限公司2020（高新）-12号工业项目,电厂北路北、横三路南,40,挂牌,,1600,,,,2020年4月28日,5.33062,1,,徐州高新技术产业开发区鸿新建设管理有限公司?,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
104,工业用地,徐州市,铜山县,江苏博德纳系统工程股份有限公司2020（高新）-13号工业用地,电厂北路北、横三路南,40,挂牌,,976,,,,2020年4月28日,3.25286,1,,江苏博德纳系统工程股份有限公司?,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
105,工业用地,徐州市,铜山县,徐州众鑫工业自动化有限公司2020（高新）-14号工业用地,电厂北路北、横三路南,40,挂牌,,928,,,,2020年4月28日,3.09304,1,,徐州众鑫工业自动化有限公司?,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
106,工业用地,徐州市,铜山县,徐州高新技术产业开发区鸿业建设管理有限公司2020（高新）-18号工业用地,同创路西、五环路北,40,挂牌,,1120,,,,2020年4月28日,7.450799,1,,徐州高新技术产业开发区鸿业建设管理有限公司?,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
107,工业用地,徐州市,铜山县,徐州华益制药有限公司2020（高新）-19号工业项目,富民路西,40,挂牌,,248,,,,2020年4月28日,0.823805,1.000.00,,徐州华益制药有限公司?,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
108,工业用地,徐州市,铜山县,江苏启航不锈钢精线有限责任公司2020（高新）-20号工业项目,滕寨北路北、富民路西,40,挂牌,,545,,,,2020年4月28日,1.811068,1,,江苏启航不锈钢精线有限责任公司?,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
109,工业用地,徐州市,铜山县,徐州恒兴金桥机械科技有限公司2020（高新）-22号工业用地,闽江路北、昆仑路西,40,挂牌,,270,,,,2020年4月28日,0.818184,1,,徐州恒兴金桥机械科技有限公司?,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
110,工业用地,徐州市,铜山县,徐州恒兴金桥机械科技有限公司2020（高新）-23号工业用地,闽江路北,40,挂牌,,255,,,,2020年4月28日,0.770607,1.000.00,,徐州恒兴金桥机械科技有限公司?,,,,,,,,,,,,,,2020年10月28日,2023年10月28日
111,工业用地,徐州市,新沂市,新沂马陵山旅游发展有限公司（马陵山旅游产业园项目）,马陵山镇盛华养殖场东、城北路北地块（马陵山镇镇区）,30,挂牌,,339,,,,2020年4月28日,2.3504,1,,新沂马陵山旅游发展有限公司?,,,,,,,,,,,,,,2020年11月23日,2021年11月23日
112,工业用地,徐州市,睢宁县,徐州鸿启工贸有限公司建工业用地,高作镇工业路以西、规划振兴路东,44,挂牌,,84,,,,2020年4月28日,0.55716,0.702.00,,徐州鸿启工贸有限公司?,,,,,,,,,,,,,,2020年5月28日,2021年4月28日
113,工业用地,徐州市,新沂市,新沂市城市投资发展有限公司（唐店街道众创产业园）,唐店街道经四路东、疏港大道南地块二,30,挂牌,,154,,,,2020年4月28日,1.0667,0.701.50,,新沂市城市投资发展有限公司?,,,,,,,,,,,,,,2020年11月23日,2021年11月23日
114,工业用地,徐州市,新沂市,新沂市新联物资中转有限公司（物流仓储项目）,新沂市江苏北路西、新北路北地块,30,挂牌,,119,,,,2020年4月28日,0.821,0.701.20,,新沂市新联物资中转有限公司?,,,,,,,,,,,,,,2020年11月23日,2021年11月23日
115,教育用地,徐州市,沛县,大屯街道中心小学,王陵路南侧、臻园路西侧,,划拨,,1382.4462,,,,2020年4月28日,4.9429,0.001.00,,沛县歌风城镇建设有限公司,,,,,,,,,,,,,,2020年10月28日,2022年10月27日
116,工业用地,徐州市,新沂市,新沂华旭置业有限公司（唐店街道产城融合创业园）,新沂市唐店街道经四路东、疏港大道南地块一,30,挂牌,,452,,,,2020年4月27日,3.1347,0.701.50,,新沂华旭置业有限公司?,,,,,,,,,,,,,,2020年11月23日,2021年11月23日
117,工业用地,徐州市,新沂市,新沂新昆金属制品有限公司（新沂新昆金属年产1000万件游艇配件项目）,新沂市唐店街道经七路东、纬六路北地块,30,挂牌,,67,,,,2020年4月27日,0.4627,0.701.50,,新沂新昆金属制品有限公司?,,,,,,,,,,,,,,2020年11月23日,2021年11月23日
118,工业用地,徐州市,新沂市,新沂市豪邦新型材料有限公司（年产10万立方新型环保水泥制品项目）,新店镇G235国道西－业二路南地块一（新店镇工业集聚区）,30,挂牌,,29,,,,2020年4月27日,0.2007,1.001.60,,新沂市豪邦新型材料有限公司?,,,,,,,,,,,,,,2020年11月23日,2021年11月23日
119,工业用地,徐州市,贾汪区,真旺（徐州）大数据科技有限公司,贾汪区升级路东侧，大彭北侧,50,挂牌,,530,,,,2020年4月26日,2.6125,1,,真旺（徐州）大数据科技有限公司?,,,,,,,,,,,,,,2021年4月1日,2023年3月31日
120,城镇住宅用地,徐州市,徐州市本级,徐州领地房地产开发有限公司建城镇住宅用地项目,中山路东、三环北路南,70,挂牌,,28020,,,,2020年4月24日,3.09551,1.121.41,,徐州欣茗企业管理有限公司?,,,,,,,,,,,,,,2021年4月24日,2023年4月24日
121,其他商服用地,徐州市,沛县,江苏省湖西农场建设沛县湖西奇迹农场,胡寨镇四支渠南侧、三干支渠东侧,40,挂牌,,1167,,,,2020年4月23日,2.5918,0.000.55,,江苏省湖西农场?,,,,,,,,,,,,,,2021年4月23日,2024年4月22日
122,城镇住宅用地,徐州市,沛县,徐州天硕房地产开发有限公司建设天硕名都三期,徐沛路东侧、天硕名都南侧,70年，40年,挂牌,,1283,,,,2020年4月23日,1.4252,1.002.80,,徐州天硕房地产开发有限公司?,,,,,,,,,,,,,,2021年4月23日,2024年4月22日
123,社会福利用地,徐州市,沛县,杨屯镇沛县昭阳养老服务中心,杨屯镇北辰大道北侧、华天路东侧,,划拨,,209.488,,,,2020年4月23日,0.6518,1,,沛县杨屯镇人民政府,,,,,,,,,,,,,,2020年10月23日,2022年10月22日
124,城镇住宅用地,徐州市,新沂市,新沂市城投置业有限公司（变电北苑棚户区改造工程）,新沂市徐海路北-臧圩河东,70,挂牌,,13421,,,,2020年4月22日,4.7091,1.502.80,,新沂市城投置业有限公司?,,,,,,,,,,,,,,2020年11月17日,2022年11月17日
125,城镇住宅用地,徐州市,邳州市,半岛国际徐州亿捷置业有限公司,邳新路南、解放路北侧、中山路东侧,70,挂牌,,16965.3,,,,2020年4月22日,4.26792,1.001.65,,徐州亿捷置业有限公司?,,,,,,,,,,,,,,2020年8月8日,2022年12月18日
126,工业用地,徐州市,沛县,沛县汉腾建设发展有限公司建设张庄镇工业集中区标准厂房,张庄镇工业一路南侧、民福路西侧,50,挂牌,,1137,,,,2020年4月21日,4.0414,0.701.20,,沛县汉腾建设发展有限公司?,,,,,,,,,,,,,,2020年10月21日,2022年10月20日
127,工业用地,徐州市,沛县,江苏小营制药有限公司建年产1800吨片剂与2亿袋（瓶）输液生产线,大屯上海路南侧、红光路西侧,50,挂牌,,1340,,,,2020年4月21日,6.8688,0.701.20,,江苏小营制药有限公司?,,,,,,,,,,,,,,2020年10月21日,2022年10月20日
128,工业用地,徐州市,沛县,江苏小营制药有限公司建年产1800吨片剂与2亿袋（瓶）输液生产线,大屯红光路西侧、龙湖大道北侧,50,挂牌,,1458,,,,2020年4月21日,6.8955,0.701.20,,江苏小营制药有限公司?,,,,,,,,,,,,,,2020年10月21日,2022年10月20日
129,餐饮用地,徐州市,徐州市本级,徐州市新城区国有资产经营有限责任公司建餐饮、旅馆用地项目,楚韵路1号,40,挂牌,,1980,,,,2020年4月20日,0.653282,1.16,,徐州市新城区国有资产经营有限责任公司?,,,,,,,,,,,,,,2021年4月20日,2022年4月20日
130,城镇住宅用地,徐州市,徐州市本级,徐州嘉悦房地产开发有限公司建城镇住宅用地项目,中山北路东、三环北路南,70,挂牌,,36060,,,,2020年4月20日,3.0764,1.201.50,,徐州嘉悦房地产开发有限公司?,,,,,,,,,,,,,,2021年4月20日,2023年4月20日
131,公园与绿地,徐州市,沛县,沛县园林管理局绿化用地,湖西农场帝苑食品南侧、鹿楼镇鸿凯包装北侧,,划拨,,,,,,2020年4月20日,0.844,1,,沛县园林管理局,,,,,,,,,,,,,,2020年6月20日,2021年6月19日
132,公园与绿地,徐州市,沛县,沛县园林管理局绿化用地,五段粮管所南,,划拨,,,,,,2020年4月20日,2.6573,1,,沛县园林管理局,,,,,,,,,,,,,,2020年6月20日,2021年6月19日
133,工业用地,徐州市,新沂市,徐州国湖新能源科技有限公司（新沂市阿湖镇一期90MW风电项目）,X202县道以北、311以东地块一（阿湖镇怜东村）,30,挂牌,,6,,,,2020年4月15日,0.0378,0.1,,徐州国湖新能源科技有限公司?,,,,,,,,,,,,,,2020年11月15日,2021年11月15日
134,工业用地,徐州市,新沂市,徐州国湖新能源科技有限公司（新沂市阿湖镇一期90MW风电项目）,X202县道以北、311以东地块二（阿湖镇怜东村）,30,挂牌,,0.4,,,,2020年4月15日,0.0024,0.1,,徐州国湖新能源科技有限公司?,,,,,,,,,,,,,,2020年11月15日,2021年11月15日
135,工业用地,徐州市,新沂市,徐州国湖新能源科技有限公司（新沂市阿湖镇一期90MW风电项目）,G30以南、311以西升压路地块（阿湖镇三里村）,30,挂牌,,101,,,,2020年4月15日,0.6983,0.201.00,,徐州国湖新能源科技有限公司?,,,,,,,,,,,,,,2020年11月15日,2021年11月15日
136,其他商服用地,徐州市,鼓楼区,江苏南通六建建设集团有限公司鼓楼花园教师公寓综合楼商服项目,鼓楼区鼓楼花园院内教师公寓综合楼,40,协议,,258.74,,,,2020年4月14日,0.0838,,,江苏南通六建建设集团有限公司?,,,,,,,,,,,,,,2020年4月14日,2020年4月14日
137,公用设施用地,徐州市,铜山县,徐州周庙（新区2）110千伏输变电工程,房村镇房村村,,划拨,,,,,,2020年4月14日,0.3024,0.5,,国网江苏省电力有限公司徐州供电分公司,,,,,,,,,,,,,,2020年10月14日,2023年10月16日
138,教育用地,徐州市,沛县,沛县张寨镇中心小学迁建工程一期,纬四路南侧、纬五路北侧,,划拨,,702.3894,,,,2020年4月13日,3.3901,0.701.00,,沛县张寨镇中心小学,,,,,,,,,,,,,,2020年6月13日,2022年6月12日
139,教育用地,徐州市,丰县,丰县华山镇中心小学新建教学楼（2020-04-HB）,丰县华山镇中心小学北侧,,划拨,,,,,,2020年4月13日,0.47919,0.5,,丰县华山镇中心学校,,,,,,,,,,,,,,2020年10月13日,2021年10月12日
140,工业用地,徐州市,贾汪区,徐州苏港置业有限公司,贾汪区金桥路西侧,50,挂牌,,1350,,,,2020年4月13日,6.6667,1.600.00,,徐州苏港置业有限公司?,,,,,,,,,,,,,,2021年4月1日,2023年3月31日
141,工业用地,徐州市,沛县,上海大屯能源股份有限公司建设姚桥矿停车场,杨屯镇姚桥矿南侧,50,挂牌,,466,,,,2020年4月10日,1.0208,0.000.30,,上海大屯能源股份有限公司?,,,,,,,,,,,,,,2020年10月10日,2021年10月9日
142,工业用地,徐州市,沛县,江苏征进特种车辆制造有限公司建设年产3000台专用车建设项目,杨屯镇三号路南侧、五号路东侧,50,挂牌,,808,,,,2020年4月10日,2.6916,0.701.20,,江苏征进特种车辆制造有限公司?,,,,,,,,,,,,,,2020年10月10日,2022年10月9日
143,工业用地,徐州市,沛县,徐州泽宇纺织有限公司建设研发办公楼及年产800万米布匹生产线项目,杨屯镇甘熙路北侧、同心路西侧,50,挂牌,,303,,,,2020年4月10日,0.9135,0.801.20,,徐州泽宇纺织有限公司?,,,,,,,,,,,,,,2020年10月10日,2021年10月9日
144,工业用地,徐州市,沛县,徐州徐工精密工业科技有限公司建设高端零部件产业基地项目,沛县经济开发区汉兴路西侧、中大科技园北侧,50,挂牌,,308,,,,2020年4月10日,0.9688,0.701.80,,徐州徐工精密工业科教有限公司?,,,,,,,,,,,,,,2020年6月10日,2021年6月10日
145,城镇住宅用地,徐州市,泉山区,徐州市美的新城房地产发展有限公司建2019-82号城镇住宅用地项目,三环南路北、金山东路南,70,挂牌,,29600,,,,2020年4月10日,1.92398,1.001.30,,徐州市美的新城房地产发展有限公司?,,,,,,,,,,,,,,2021年4月10日,2022年10月10日
146,城镇住宅用地,徐州市,贾汪区,徐州市绿泉置业有限公司,贾汪区新闫路西侧、徐吴路东侧,70,挂牌,,4035,,,,2020年4月10日,1.3447,1.802.20,,徐州市绿泉置业有限公司?,,,,,,,,,,,,,,2021年4月1日,2023年3月31日
147,城镇住宅用地,徐州市,贾汪区,徐州弘鑫房地产开发有限公司,贾汪区疏港大道北侧，星港路南侧,70,挂牌,,19749,,,,2020年4月10日,6.5828,2.002.60,,徐州弘鑫房地产开发有限公司?,,,,,,,,,,,,,,2021年4月1日,2023年3月31日
148,科研用地,徐州市,云龙区,江苏通标环保科技发展有限公司建科研用地项目,彭祖大道东,50,挂牌,,1040,,,,2020年4月10日,0.99216,1.501.80,,江苏通标环保科技发展有限公司?,,,,,,,,,,,,,,2021年4月10日,2022年10月10日
149,城镇住宅用地,徐州市,贾汪区,徐州市绿泉置业有限公司,贾汪区吴中西路北侧，新闫路西侧，徐吴路东侧,70,挂牌,,12251,,,,2020年4月10日,4.0834,1.802.40,,徐州市绿泉置业有限公司?,,,,,,,,,,,,,,2021年4月1日,2023年3月31日
150,城镇住宅用地,徐州市,贾汪区,徐州市绿泉置业有限公司,贾汪区疏港西路北侧，新闫路西侧，徐吴路东侧,70,挂牌,,7542,,,,2020年4月10日,2.5138,1.802.00,,徐州市绿泉置业有限公司?,,,,,,,,,,,,,,2021年4月1日,2023年3月31日
151,城镇住宅用地,徐州市,睢宁县,江苏润创置业有限公司建商住用地,104国道南侧、西环路西侧,70年，40年,挂牌,,9780,,,,2020年4月9日,5.433486,1.602.00,,江苏润创置业有限公司?,,,,,,,,,,,,,,2021年1月9日,2024年1月9日
152,工业用地,徐州市,新沂市,新沂市合沟众鑫风力发电有限公司（新沂市合沟镇50MW风电项目）,新沂市合沟镇白马河以东－浪清河以西,30,挂牌,,6,,,,2020年4月8日,0.04,0.1,,新沂市合沟众鑫风力发电有限公司?,,,,,,,,,,,,,,2020年10月30日,2021年10月30日
153,工业用地,徐州市,新沂市,新沂市合沟众鑫风力发电有限公司（新沂市合沟镇50MW风电项目）,新沂市合沟镇白马河以东－浪清河以西,30,挂牌,,6,,,,2020年4月8日,0.04,0.1,,新沂市合沟众鑫风力发电有限公司?,,,,,,,,,,,,,,2020年10月30日,2021年10月30日
154,工业用地,徐州市,新沂市,新沂市合沟众鑫风力发电有限公司（新沂市合沟镇50MW风电项目）,新沂市合沟镇浪清河以东,30,挂牌,,6,,,,2020年4月8日,0.04,0.1,,新沂市合沟众鑫风力发电有限公司?,,,,,,,,,,,,,,2020年10月30日,2021年10月30日
155,工业用地,徐州市,新沂市,新沂市合沟众鑫风力发电有限公司（新沂市合沟镇50MW风电项目）,新沂市合沟镇浪清河以东,30,挂牌,,6,,,,2020年4月8日,0.04,0.1,,新沂市合沟众鑫风力发电有限公司?,,,,,,,,,,,,,,2020年10月30日,2021年10月30日
156,工业用地,徐州市,新沂市,新沂市合沟众鑫风力发电有限公司（新沂市合沟镇50MW风电项目）,新沂市合沟镇浪清河以东,30,挂牌,,6,,,,2020年4月8日,0.04,0.1,,新沂市合沟众鑫风力发电有限公司?,,,,,,,,,,,,,,2020年10月30日,2021年10月30日
157,工业用地,徐州市,新沂市,新沂市合沟众鑫风力发电有限公司（新沂市合沟镇50MW风电项目）,新沂市合沟镇浪清河以东,30,挂牌,,6,,,,2020年4月8日,0.04,0.1,,新沂市合沟众鑫风力发电有限公司?,,,,,,,,,,,,,,2020年10月30日,2021年10月30日
158,工业用地,徐州市,新沂市,新沂市合沟众鑫风力发电有限公司（新沂市合沟镇50MW风电项目）,新沂市合沟镇浪清河以东,30,挂牌,,6,,,,2020年4月8日,0.04,0.1,,新沂市合沟众鑫风力发电有限公司?,,,,,,,,,,,,,,2020年10月30日,2021年10月30日
