行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,,,,
鄞州区,鸿远钢构有限公司,鄞州区姜山镇上何村,0.6048,工业用地,挂牌出让,50,金属制品业,402.021,鸿远钢构有限公司,1.002.00,2015年7月9日,2016年10月15日,2018年10月14日,,,,
北仑区,小浃江南路延伸（已建段-安居路）工程,宁波市北仑区,0.57233,街巷用地,划拨,,道路运输业,154.5291,宁波滨江新城开发投资有限公司,0.000.00,2015年7月8日,2015年10月2日,2017年4月2日,,,,
奉化市,220千伏奉南变电所建设项目,江口街道浦口王村,2.9371,公共设施用地,划拨,,其它,325,国网省电力公司宁波供电公司,1.2,2015年7月7日,2016年7月15日,2018年7月15日,,,,
宁海县,新建宁海县观澜小学,西店镇望海（桥棚）村,0.5736,科教用地,划拨,,教育业,121.7868,宁海县观澜小学,1.002.00,2015年7月7日,2016年7月7日,2017年7月7日,,,,
宁海县,新建宁海县观澜小学,西店镇望海（桥棚）村,0.1345,科教用地,划拨,,教育业,10.9591,宁海县观澜小学,1.002.00,2015年7月7日,2016年7月7日,2017年7月7日,,,,
象山县,宁波晨博电器科技有限公司生产用房建设项目,定塘镇田洋湖村,0.5377,工业用地,挂牌出让,50,其它,162,宁波晨博电器科技有限公司,0.900.00,2015年7月6日,2016年7月5日,2018年7月5日,,,,
鄞州区,宁波广源塑料有限公司,鄞州区五乡镇联合村,0.1291,工业用地,挂牌出让,43,塑料制品业,108.444,宁波广源塑料有限公司,1.201.50,2015年7月3日,2016年9月15日,2018年9月14日,,,,
鄞州区,宁波禾顺新材料有限公司（王夹岙村2号工业地块）,鄞州区云龙镇王夹岙村,0.5516,工业用地,挂牌出让,47,专用设备制造业,358.897,宁波禾顺新材料有限公司,1.002.00,2015年7月3日,2019年10月30日,2021年10月29日,,,,
宁海县,桃源街道大屋住宅小区,桃源北路西、科技大道北,6.8232,经济适用住房用地,划拨,,社会保障业,858.5077,宁海县房屋拆迁办公室,1.002.00,2015年7月2日,2016年6月11日,2017年6月11日,,,,
宁海县,桃源街道14-10地块唐安李安置小区(三期),时代东路以北,0.2286,经济适用住房用地,划拨,,社会保障业,41.2165,宁海县人民政府房屋征收办公室,1.002.00,2015年7月2日,2016年6月11日,2017年6月11日,,,,
北仑区,春晓派出所配套道路,宁波市北仑区,0.69745,街巷用地,划拨,,道路运输业,188.3115,宁波滨海新城建设投资有限公司,0.000.00,2015年7月1日,2016年1月1日,2017年7月1日,,,,
镇海区,招宝山大桥连接线（靖远路）及定海路拓宽改建工程,招宝山街道,9.3916,公路用地,划拨,,房屋和土木工程业,0,宁波锦绣建设投资有限公司,1.001.00,2015年7月1日,2016年7月1日,2018年7月1日,,,,
慈溪市,宁波博洋智谷电子商务有限公司(城区1421#地块),浒山街道,0.7915,批发零售用地,招标出让,40,批发业,3777,宁波博洋智谷电子商务有限公司,1.502.50,2015年6月30日,2016年1月24日,2017年7月24日,,,,
北仑区,穿山集装箱码头配套项目,北仑白峰镇峙北1#地块,24.263826,港口码头用地,协议出让,50,水上运输业,13830.3808,宁波港集团有限公司,2,2015年6月29日,2016年1月6日,2019年7月6日,,,,
象山县,城南高新创业园环城西路（宏兴路-里邻路）建设项目,东陈乡宏兴路以西,1.6592,街巷用地,划拨,,道路运输业,0,浙江象山经济开发区城南开发建设有限公司,0.000.00,2015年6月26日,2016年6月25日,2017年6月25日,,,,
奉化市,甬金高速明州连接线洞桥至云龙段工程建设项目,江口街道,5.4477,公路用地,划拨,,道路运输业,500.4832,宁波市鄞州区交通运输局,0.000.00,2015年6月26日,2016年7月15日,2018年7月15日,,,,
鄞州区,宁波市鄞州洞桥华威塑料厂,鄞州区洞桥镇鱼山头村,0.662,工业用地,挂牌出让,50,塑料制品业,546.15,宁波市鄞州洞桥华威塑料厂,1.202.00,2015年6月25日,2018年10月15日,2020年10月14日,,,,
余姚市,余姚市河姆渡镇江中村股份经济合作社村民集中居住用房建设项目,河姆渡镇江中村,1.196,经济适用住房用地,划拨,,房屋和土木工程业,65.2145,余姚市河姆渡镇江中村股份经济合作社,1.541.54,2015年6月25日,2016年5月5日,2018年5月5日,,,,
鄞州区,宁波兴华灯具实业有限公司,鄞州区洞桥镇上水碶村,0.2034,工业用地,挂牌出让,40,其它,96.4425,宁波兴华灯具实业有限公司,1.002.00,2015年6月25日,2016年10月15日,2018年10月14日,,,,
鄞州区,浙江爱妻置业有限公司,鄞州区钟公庙街道金家漕村,1.9396,其他商服用地,挂牌出让,40,商务服务业,4777.0204,浙江爱妻置业有限公司,1.301.80,2015年6月25日,2016年10月15日,2018年10月14日,,,,
宁海县,力洋交警中队业务用房,宁东新城,0.30389,机关团体用地,划拨,,国家机构,57.8303,宁海县公安局,1.002.00,2015年6月25日,2016年5月16日,2017年5月16日,,,,
余姚市,余姚市住房和城乡建设局南排江路（四明东路-谭家岭东路）新建工程,梨洲街道古路头村,2.1291,街巷用地,划拨,,城市公共交通业,538.8038,余姚市住房和城乡建设局,0.000.00,2015年6月24日,2016年5月15日,2018年5月15日,,,,
余姚市,余姚市河姆渡镇罗江村股份经济合作社村民集中居住用房建设项目,河姆渡镇罗江村,1.4024,经济适用住房用地,划拨,,房屋和土木工程业,71.9927,余姚市河姆渡镇罗江村股份经济合作社,1.651.65,2015年6月24日,2016年5月15日,2018年5月15日,,,,
慈溪市,宁波奥乐电器有限公司扩建工程,附海镇东港村,0.0329,工业用地,协议出让,39,其它,20.6941,宁波奥乐电器有限公司,0.802.00,2015年6月23日,2016年6月23日,2018年6月23日,,,,
余姚市,余姚市梨洲街道明伟村股份经济合作社村落文化宫新建工程,梨洲街道明伟村,0.1388,文体娱乐用地,划拨,,文化艺术业,36.435,余姚市梨洲街道明伟村股份经济合作社,0.100.80,2015年6月23日,2016年5月3日,2017年5月3日,,,,
慈溪市,慈逍林I201401#地块(慈溪市佳德艺术品有限公司),逍林镇桥一村,0.3545,文体娱乐用地,挂牌出让,50,文化艺术业,426,慈溪市佳德艺术品有限公司,1.001.50,2015年6月19日,2016年7月20日,2018年7月20日,,,,
奉化市,溪口溪南停车场公共管理用房,溪口镇溪一村,0.3372,公共设施用地,划拨,,道路运输业,39.0357,奉化市溪口旅游集团有限公司,1.301.50,2015年6月19日,2016年6月26日,2018年6月26日,,,,
慈溪市,宁波康泰博科技发展有限公司杭州湾生命科技产业园-生物医药研发服务基地项目,宁波杭州湾新区,16.6545,工业用地,挂牌出让,50,医药制造业,4197,宁波康泰博科技发展有限公司,1.502.00,2015年6月18日,2015年9月19日,2018年9月19日,,,,
镇海区,6万吨日工业水厂项目,镇海区澥浦镇澥浦大河北侧,3.4643,公共设施用地,协议出让,50,水利管理业,3401.9426,宁波碧源供水有限公司,0.000.50,2015年6月17日,2016年6月17日,2018年6月17日,,,,
慈溪市,慈溪惠贸电子有限公司(年产800吨绝缘材料),长河镇宁丰村,0.274944,工业用地,拍卖出让,50,橡胶制品业,183,慈溪惠贸电子有限公司,1.002.50,2015年6月17日,2016年6月17日,2018年6月17日,,,,
余姚市,余姚市梁弄镇白水冲村村民委员会村民集中安置小区建设项目二期,梁弄镇白水冲村,0.1331,经济适用住房用地,划拨,,房屋和土木工程业,10.5149,余姚市梁弄镇白水冲村村民委员会,1.001.30,2015年6月17日,2016年3月15日,2017年3月15日,,,,
余姚市,余姚市人民政府凤山街道办事处宪卿第路北侧东风垃圾中转站迁建工程,凤山街道宪卿第路北侧,0.2646,公共设施用地,划拨,,公共设施管理业,0,余姚市人民政府凤山街道办事处,0.100.60,2015年6月17日,2016年3月15日,2017年9月15日,,,,
宁波市本级,宁波市眼科医院迁建工程,东部新城东片区会展路以南、北明程路以西，新城实验学校以北,1.2772,医卫慈善用地,划拨,,卫生,3161.07,宁波市江东区卫生和计划生育局,2.002.00,2015年6月17日,2016年6月17日,2019年6月17日,,,,
奉化市,尚田镇原天风空压机厂地块,位于尚田镇县江东南侧，开城西路东北侧，地块东南侧为厂房、民宅、邮局等。,0.5465,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,1026,奉化市工业住宅开发有限公司,1.001.30,2015年6月16日,2016年6月30日,2019年6月30日,,,,
宁海县,宁海县庆峰精密钢管厂(普通合伙)新建厂房,梅林街道胜建村,0.0982,工业用地,协议出让,50,金属制品业,63.4372,宁海县庆峰精密钢管厂(普通合伙),0.802.00,2015年6月16日,2016年6月3日,2017年6月3日,,,,
宁海县,宁海县庆峰精密钢管厂(普通合伙)新建厂房,梅林街道胜建村,0.0377,工业用地,协议出让,50,金属制品业,24.3542,宁海县庆峰精密钢管厂(普通合伙),0.802.00,2015年6月16日,2016年6月3日,2017年6月3日,,,,
象山县,象山沪东化学厂生产用房建设项目,茅洋乡李家弄村,0.3743,工业用地,挂牌出让,50,化学原料及化学制品制造业,76,象山沪东化学厂,0.600.00,2015年6月15日,2016年6月14日,2018年6月14日,,,,
象山县,虞爱岳住宅楼建设项目,象山经济开发区工业示范园象山河路北侧,0.2181,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,443,虞爱岳,1.001.30,2015年6月15日,2017年6月14日,2020年6月14日,,,,
慈溪市,慈溪市雀思德电子科技有限公司(年产200万台无刷电机),周巷镇万寿寺村,0.6667,工业用地,拍卖出让,50,其它,453,慈溪市雀思德电子科技有限公司,1.002.50,2015年6月15日,2017年6月15日,2019年6月15日,,,,
余姚市,宁波友拓日用品有限公司梨洲街道明伟村塑料及橡胶日用品生产项目,梨洲街道明伟村,0.8,工业用地,挂牌出让,50,塑料制品业,624,宁波友拓日用品有限公司,1.201.50,2015年6月15日,2015年11月25日,2016年11月25日,,,,
象山县,象山县丹西街道黄家塔村经济合作社商业用房建设项目,丹西街道丹南路与园中路交叉口西北角,1.3587,批发零售用地,挂牌出让,40,零售业,3400,象山县丹西街道黄家塔村经济合作社,1.501.80,2015年6月15日,2016年6月14日,2019年6月14日,,,,
象山县,象山县共青铸造厂生产用房建设项目,茅洋乡洋岙山村,0.6088,工业用地,挂牌出让,50,钢压延加工,201,象山县共青铸造厂,0.600.00,2015年6月15日,2017年6月14日,2019年6月14日,,,,
象山县,浙江象山经济开发区城南开发建设有限公司商业用房项目.,象山经济开发区滨海工业园海经路东侧、金洋路北侧,2.1422,批发零售用地,挂牌出让,40,零售业,1697,浙江象山经济开发区城南开发建设有限公司,1.502.50,2015年6月15日,2016年6月14日,2019年6月14日,,,,
象山县,象山定塘鸿鑫家具城生产用房建设项目,定塘镇峰北路与园中路交叉口西南角,0.1331,工业用地,挂牌出让,50,家具制造业,40,象山定塘鸿鑫家具城,1.000.00,2015年6月15日,2016年6月14日,2018年6月14日,,,,
象山县,宁波九龙创展紧固件股份有限公司生产用房建设项目,知新路与宝屿路交叉口东南角,3.833,工业用地,挂牌出让,50,通用设备制造业,1840,宁波九龙创展紧固件股份有限公司,0.800.00,2015年6月15日,2016年6月14日,2018年6月14日,,,,
象山县,浙江象山经济开发区城南开发建设有限公司商业用房,象山经济开发区滨海工业园海经路东侧、金洋路北侧,2.1388,批发零售用地,挂牌出让,40,零售业,1694,浙江象山经济开发区城南开发建设有限公司,1.502.50,2015年6月15日,2016年6月14日,2019年6月14日,,,,
奉化市,莼湖镇低效用地再开发二号地块,该地块位于莼湖镇楼隘村（冒盘线西侧），地块北侧为低效用地再开发一号地块-1，南侧为奉化市杰发紧固件有限公司，西侧为山体及水库，东侧为冒盘线。,2.8326,工业用地,协议出让,50,金属制品业,960.2514,奉化市盛源铸造有限公司,1.001.80,2015年6月15日,2016年9月15日,2018年9月15日,,,,
奉化市,莼湖镇低效用地再开发一号地块-3,该地块位于莼湖镇楼隘村（冒盘线西侧），地块南侧为莼湖城镇低效用地再开发一号地块-1，西侧为现状道路及莼湖城镇低效用地再开发一号地块-2，北侧、东侧为山体。,0.1249,工业用地,协议出让,50,金属制品业,42.3411,宁波市恒源铸造有限公司,1.001.80,2015年6月15日,2016年9月15日,2018年9月15日,,,,
奉化市,莼湖镇低效用地再开发一号地块-2,该地块位于莼湖镇楼隘村（冒盘线西侧），地块北侧、南侧、西侧为山体，东侧为现状道路。,0.1417,工业用地,协议出让,50,金属制品业,48.0363,宁波市恒源铸造有限公司,1.001.80,2015年6月15日,2016年9月15日,2018年9月15日,,,,
奉化市,莼湖镇低效用地再开发一号地块-1,该地块位于莼湖镇楼隘村（冒盘线西侧），地块北侧、西侧为现状道路及低效用地再开发一号地块-2，南侧为莼湖城镇低效用地再开发二号地块，东侧为冒盘线,2.742,工业用地,协议出让,50,金属制品业,929.538,宁波市恒源铸造有限公司,1.001.80,2015年6月15日,2016年9月15日,2018年9月15日,,,,
鄞州区,宁波市鄞州区姜山镇新村建设办公室,宁波市鄞州区姜山镇张华山村、侯家村,2.6225,经济适用住房用地,划拨,,中国共产党机关,1064.769,宁波市鄞州区姜山镇新村建设办公室,2.112.11,2015年6月15日,2016年6月18日,2018年6月17日,,,,
象山县,浙江象山经济开发区城南开发建设有限公司商业用房项目,象山经济开发区滨海工业园海经路东侧、金洋路北侧,2.1477,批发零售用地,挂牌出让,40,零售业,1701,浙江象山经济开发区城南开发建设有限公司,1.502.50,2015年6月15日,2016年6月14日,2019年6月14日,,,,
慈溪市,人力资源交流中心东北侧公共停车场,白沙路街道墙里村,1.8006,街巷用地,划拨,,社会福利业,446.3217,慈溪市园林管理处,0.000.00,2015年6月15日,2017年12月14日,2019年12月15日,,,,
江北区,洪塘7#地块公共租赁房供地项目（资产划转）,洪塘街道,6.3976,公共租赁住房用地,划拨,,社会保障业,0,宁波市保障性住房建设投资有限公司,1.000.00,2015年6月15日,2016年6月14日,2018年6月14日,,,,
慈溪市,宗汉街道二塘工业区块道路建设工程（小甲江路）,宗汉街道二塘新村,0.9043,街巷用地,划拨,,社会福利业,0,慈溪市人民政府宗汉街道办事处,0.000.00,2015年6月15日,2016年12月14日,2018年12月15日,,,,
慈溪市,宗汉街道二塘工业区块道路建设工程（规划二路）,宗汉街道二塘新、潮塘村,1.2051,街巷用地,划拨,,社会福利业,0,慈溪市人民政府宗汉街道办事处,0.000.00,2015年6月12日,2015年12月12日,2017年12月12日,,,,
宁波市本级,宁波外国语学校东钱湖小区扩建,郭家峙,1.9525,科教用地,划拨,,教育业,,宁波外国语学校,0.530.53,2015年6月12日,2016年6月12日,2019年6月12日,,,,
北仑区,北仑新碶黄山路107号地块“退二进三”,新碶黄山路107号地块,1.92486,批发零售用地,协议出让,40,批发业,3624.5884,宁波北仑宏新电器有限公司,0.002.56,2015年6月12日,2015年12月12日,2017年12月12日,,,,
余姚市,余姚市良骏塑业有限公司阳明街道方桥村电动工具塑件生产项目,阳明街道方桥村,0.3614,工业用地,挂牌出让,50,塑料制品业,298.155,余姚市良骏塑业有限公司,0.001.00,2015年6月12日,2015年11月25日,2017年11月25日,,,,
奉化市,萧王庙街道影剧院区块旧城改造安置用房建设项目,萧王庙街道中心城区内,2.2762,经济适用住房用地,划拨,,房地产业,2790,奉化市萧王庙街道办事处,1.001.78,2015年6月12日,2016年6月18日,2019年6月18日,,,,
余姚市,宁波普尔机电制造有限公司陆埠镇郭姆村电气机械和器材制造业项目,余姚市陆埠镇郭姆村,3.2447,工业用地,挂牌出让,50,其它,2433.525,宁波普尔机电制造有限公司,1.200.00,2015年6月11日,2016年11月25日,2018年5月25日,,,,
宁海县,宁波卡利特新材料有限公司新建厂房,梅林街道岙胡村,0.9361,工业用地,挂牌出让,50,橡胶制品业,468,宁波卡利特新材料有限公司,0.802.00,2015年6月11日,2016年6月5日,2017年6月5日,,,,
象山县,象山金石房地产有限公司住宅楼建设项目,石浦镇横峙村,0.0995,中低价位、中小套型普通商品住房用地,协议出让,57,房地产业,212.731,象山金石房地产有限公司,1.003.20,2015年6月11日,2017年6月10日,2020年6月10日,,,,
宁海县,力洋人民法庭审判用房,宁东新城,0.2889,机关团体用地,划拨,,国家机构,54.9777,宁海县人民法院,1.002.00,2015年6月11日,2016年6月11日,2017年6月11日,,,,
余姚市,余姚市金星铝合金门窗厂马渚镇姚家村圆珠笔生产项目,马渚镇姚家村,0.2,工业用地,挂牌出让,50,文教体育用品制造业,126,余姚市金星铝合金门窗厂,1.201.50,2015年6月11日,2015年8月25日,2016年2月25日,,,,
象山县,丹东街道蒋家村拆迁安置地块建设项目,丹东街道新一路东侧,3.6224,经济适用住房用地,划拨,,社会保障业,0,象山县城市建设投资开发有限公司,1.001.00,2015年6月11日,2016年6月10日,2018年6月10日,,,,
宁海县,宁波恒海置业有限公司新建商品房,宁东园区,4.0587,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,4870,宁波恒海置业有限公司,2.002.50,2015年6月11日,2016年6月4日,2018年6月4日,,,,
宁海县,宁海海创投资建设有限公司新建标准厂房,兴海北路以西,1.9167,工业用地,挂牌出让,50,金属制品业,1295,宁海海创投资建设有限公司,0.803.00,2015年6月11日,2016年6月5日,2017年6月5日,,,,
宁海县,宁海县科技工业园区发展有限公司新建垃圾中转站,科技园区,0.1714,公共设施用地,招标出让,50,社会福利业,135,宁海县科技工业园区发展有限公司,1.231.23,2015年6月11日,2016年6月5日,2017年6月5日,,,,
宁波市本级,东部新城邱隘安置房C1-2-2地块,东部新城东片区会展路以北、规划路以东,4.1901,经济适用住房用地,划拨,,房地产业,,宁波市东部新城开发建设指挥部,1.601.60,2015年6月10日,2016年6月10日,2019年6月10日,,,,
宁波市本级,东部新城水乡邻里配套道路工程,东部新城核心区百丈路以南，海晏路东西两侧,4.9003,街巷用地,划拨,,道路运输业,,宁波市东部新城开发建设指挥部,,2015年6月10日,2016年6月10日,2018年6月10日,,,,
宁波市本级,东部新城大东江、陈郎桥江水系沟通工程,东部新城东片区通途路以南，盛莫路两侧,7.6293,水库水面,划拨,,公共设施管理业,0,宁波市东部新城开发建设指挥部,0.000.00,2015年6月10日,2016年6月10日,2019年6月10日,,,,
宁波市本级,东部新城C2区块东侧河道工程项目,东部新城核心区C2区块，中山路以南，百丈路以北,1.957,水库水面,划拨,,公共设施管理业,,宁波市东部新城开发建设指挥部,,2015年6月10日,2016年6月10日,2019年6月10日,,,,
余姚市,余姚市气象局凤山街道剑江村气象防灾减灾工程二期项目,凤山街道剑江村,0.1475,科教用地,划拨,,专业技术服务业,4.425,余姚市气象局,1.001.70,2015年6月10日,2016年4月4日,2017年10月4日,,,,
余姚市,余姚市黄家埠镇人民政府镇中学食堂和体艺楼新建工程,黄家埠镇韩夏村,0.2276,科教用地,划拨,,教育业,22.191,余姚市黄家埠镇人民政府,1.121.12,2015年6月9日,2016年4月4日,2018年4月4日,,,,
北仑区,柴桥大湾黄峙江以西1#地块,柴桥大湾黄峙江以西1#地块,2.51324,工业用地,挂牌出让,50,化学原料及化学制品制造业,1884.93,宁波市北仑欧绿乙炔制造有限公司,0.602.00,2015年6月8日,2016年1月8日,2017年11月8日,,,,
余姚市,余姚市低塘镇恒立塑胶模具厂低塘街道低塘村伞件塑料配件生产项目,低塘街道低塘村,0.149,工业用地,挂牌出让,50,塑料制品业,116.22,余姚市低塘镇恒立塑胶模具厂,1.201.50,2015年6月8日,2015年11月25日,2016年11月25日,,,,
奉化市,甬江防洪工程东江和剡江奉化段堤防整治工程,江口街道,0.8172,水工建筑用地,划拨,,水利管理业,0,奉化市力兴水利投资有限责任公司,0.000.00,2015年6月8日,2016年6月10日,2018年6月10日,,,,
鄞州区,浙江南车电车有限公司,鄞州区五乡镇明伦村,沙堰村,7.0102,工业用地,挂牌出让,50,汽车制造,2353.9194,浙江南车电车有限公司,1.002.00,2015年6月8日,2016年10月15日,2019年10月14日,,,
宁海县,38省道桥头胡至深甽段改建工程,桥头胡、梅林、深甽,62.8575,公路用地,划拨,,道路运输业,12426.6947,宁海县交通运输局,,2015年6月8日,2016年5月4日,2018年6月4日,,,,
余姚市,宁波大叶园林科技有限公司凤山街道同光村节水喷洒器生产项目,凤山街道同光村,0.3544,工业用地,挂牌出让,50,专用设备制造业,212.64,宁波大叶园林科技有限公司,1.202.00,2015年6月8日,2015年11月25日,2016年11月25日,,,,
慈溪市,慈溪市新浦镇精工仪表配件厂(年产30万只水表铜壳体),新浦镇荣誉村,0.1917,工业用地,拍卖出让,50,金属制品业,123,慈溪市新浦镇精工仪表配件厂,1.002.00,2015年6月5日,2017年6月5日,2019年6月5日,,,,
慈溪市,慈溪市豪江水暖管件厂(年产30万只水表铜壳体),新浦镇荣誉村,0.163,工业用地,拍卖出让,50,金属制品业,105,慈溪市豪江水暖管件厂,1.002.00,2015年6月5日,2017年6月5日,2019年6月5日,,,,
慈溪市,慈溪市禽联家禽有限公司(家禽集中屠宰中心),崇寿镇傅福村,0.978116,工业用地,拍卖出让,50,农副食品加工业,606,慈溪市禽联家禽有限公司,1.002.00,2015年6月5日,2016年6月5日,2018年6月5日,,,,
江北区,滨江实验学校工程,洪塘街道孙家村,6.441,科教用地,划拨,,教育业,0,宁波市江北区教育局,0.501.00,2015年6月4日,2016年6月3日,2018年6月3日,,,,
宁波市本级,高新区GX05-03-28地块,宁波国家高新区,5.6993,公园与绿地,划拨,,公共设施管理业,0,宁波国家高新技术产业开发区建设工程前期办公室,0.000.00,2015年6月3日,2016年6月3日,2019年6月3日,,,,
宁波市本级,高新区滨江绿带整治工程二期(老杨木碶河-新杨木碶河),宁波国家高新区,5.6245,公园与绿地,划拨,,公共设施管理业,0,宁波国家高新技术产业开发区建设工程前期办公室,0.000.00,2015年6月3日,2016年6月3日,2019年6月3日,,,,
宁波市本级,东钱湖新城旅游交通集散中心,湖塘村,2.6936,公共设施用地,划拨,,公共设施管理业,0,宁波东钱湖旅游度假区建设管理中心（房屋征收办公室）,1.001.00,2015年6月2日,2016年6月2日,2019年6月2日,,,,
余姚市,余姚市四明山镇人民政府中心幼儿园迁建工程,四明山镇梨洲村、北溪村,0.2646,科教用地,划拨,,教育业,68.6415,余姚市四明山镇人民政府,0.600.90,2015年6月2日,2016年4月4日,2017年10月4日,,,,
余姚市,余姚市博力管业有限公司陆埠镇五马村郭姆村不锈钢波纹管生产项目,余姚市陆埠镇五马村、郭姆村,1.1284,工业用地,挂牌出让,50,金属制品业,846.3,余姚市博力管业有限公司,1.200.00,2015年6月1日,2015年11月25日,2016年11月25日,,,,
宁海县,宁海县东江纺织品厂(普通合伙)新建厂房,西店镇香石村,0.4044,工业用地,挂牌出让,50,棉、化纤纺织及印染精加工,137,宁海县东江纺织品厂(普通合伙),0.802.00,2015年6月1日,2016年5月25日,2017年5月25日,,,,
宁海县,宁波中贺汽配有限公司新建厂房,西店镇香石村,0.5847,工业用地,挂牌出让,50,金属制品业,185,宁波中贺汽配有限公司,0.802.00,2015年6月1日,2016年5月25日,2017年5月25日,,,,
宁海县,宁波海斯曼科技发展有限公司新建厂房,西店镇集义村,0.5747,工业用地,挂牌出让,50,塑料制品业,199,宁波海斯曼科技发展有限公司,0.802.00,2015年6月1日,2016年5月25日,2017年5月25日,,,,
余姚市,宁波安拓实业有限公司丈亭镇渔溪村不锈钢紧固件生产项目,丈亭镇渔溪村,0.4993,工业用地,挂牌出让,50,通用设备制造业,224.685,宁波安拓实业有限公司,1.001.50,2015年6月1日,2015年6月9日,2016年6月9日,,,,
江北区,江北投资创业中心I-4C-6#地块,慈城镇山东村,2.4629,工业用地,挂牌出让,50,专用设备制造业,2826.1778,宁波精达成形装备股份有限公司,1.001.50,2015年6月1日,2016年5月29日,2018年5月29日,,,,
宁海县,宁波盛麟电器有限公司新建厂房,滨海二期工业园区,1.5335,工业用地,挂牌出让,50,金属制品业,795,宁波盛麟电器有限公司,0.800.00,2015年6月1日,2016年6月1日,2017年6月1日,,,,
鄞州区,原雅戈尔纺织城A-2地块,鄞州区石碶街道石碶村,建庄村,13.3515,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,94661.58,雅戈尔置业控股有限公司,1.001.50,2015年6月1日,2019年3月31日,2022年3月30日,,,
宁波市本级,高新区GX07-02-32地块,宁波国家高新区,3.1482,公园与绿地,划拨,,公共设施管理业,,宁波国家高新技术产业开发区建设工程前期办公室,,2015年5月29日,2016年5月29日,2019年5月29日,,,,
宁波市本级,高新区GX07-02-14地块,宁波国家高新区,3.704,公园与绿地,划拨,,公共设施管理业,,宁波国家高新技术产业开发区建设工程前期办公室,,2015年5月29日,2016年5月29日,2019年5月29日,,,,
宁波市本级,高新区GX07-02-01地块,宁波国家高新区,4.3157,公园与绿地,划拨,,公共设施管理业,,宁波国家高新技术产业开发区建设工程前期办公室,,2015年5月29日,2016年5月29日,2019年5月29日,,,,
宁波市本级,高新区GX07-01-34地块,宁波国家高新区,2.6576,公园与绿地,划拨,,公共设施管理业,,宁波国家高新技术产业开发区建设工程前期办公室,,2015年5月29日,2016年5月29日,2019年5月29日,,,,
宁波市本级,高新区GX02-01-22地块,宁波国家高新区,1.5259,公园与绿地,划拨,,公共设施管理业,,宁波国家高新技术产业开发区建设工程前期办公室,,2015年5月29日,2016年5月29日,2019年5月29日,,,,
宁波市本级,高新区GX07-02-49地块,宁波国家高新区,7.9956,公园与绿地,划拨,,公共设施管理业,,宁波国家高新技术产业开发区建设工程前期办公室,,2015年5月29日,2016年5月29日,2019年5月29日,,,,
宁海县,得力集团有限公司置换厂房,滨溪路北、镇龙北路东,1.1961,工业用地,协议出让,49,文教体育用品制造业,448.9145,得力集团有限公司,1.002.00,2015年5月29日,2016年5月4日,2017年5月4日,,,,
宁波市本级,东部新城兴宁路延伸段（福庆路至邱隘大道）,东部新城，西起福庆路，东至现状邱隘大道,1.4943,街巷用地,划拨,,道路运输业,,宁波市东部新城开发建设指挥部,,2015年5月28日,2016年5月28日,2018年5月28日,,,,
江北区,滨江1#-3#地块配套道路工程,庄桥街道谢家村、洪塘街道孙家村,1.249,街巷用地,划拨,,道路运输业,0,宁波市江北区住房和城乡建设局,0.000.00,2015年5月28日,2016年5月27日,2018年5月27日,,,,
鄞州区,浙江和悦网络科技有限公司,鄞州区潘火街道童家村,0.6918,其他商服用地,挂牌出让,40,商务服务业,601.4016,浙江和悦网络科技有限公司,1.001.20,2015年5月28日,2016年8月14日,2018年8月13日,,,,
鄞州区,宁波市泰利机械有限公司,鄞州区云龙镇顿岙村,0.3967,工业用地,挂牌出让,46,专用设备制造业,305.459,宁波市泰利机械有限公司,1.002.00,2015年5月28日,2016年8月14日,2018年8月13日,,,,
鄞州区,宁波市鄞州瞻航机械配件厂,鄞州区高桥镇岐湖村,民乐村,0.5825,工业用地,挂牌出让,36,金属制品业,404.8375,宁波市鄞州瞻航机械配件厂,1.001.50,2015年5月28日,2016年7月15日,2018年7月14日,,,
宁海县,宁波初立金属制品有限公司置换厂房,辛岭工业园区,1.1961,工业用地,协议出让,46,通用设备制造业,574.351,宁波初立金属制品有限公司,1.002.00,2015年5月28日,2016年5月4日,2017年5月4日,,,,
鄞州区,集士港镇岳童村新村建设一期A地块（宁波市鄞州区集士港镇新村建设办公室）,宁波市鄞州区集士港镇岳童村,1.0258,经济适用住房用地,划拨,,国家机构,3.156,宁波市鄞州区集士港镇新村建设办公室,1.291.29,2015年5月28日,2016年5月28日,2018年5月27日,,,,
宁波市本级,东部新城B1地块配套道路一期,东部新城核心区河清路以东，新杨木碶河以南以西，会展路以北,1.716,街巷用地,划拨,,道路运输业,,宁波东部新城开发投资有限公司,,2015年5月27日,2016年5月28日,2018年5月28日,,,,
镇海区,庄市公交始末站工程,庄市街道逸夫路东侧、汉塘路南侧,0.7608,街巷用地,划拨,,城市公共交通业,293.7014,宁波锦绣建设投资有限公司,0.060.06,2015年5月26日,2016年5月26日,2018年5月26日,,,,
